"intervention","space","time","costs"
"cubecliniczflourzcubefcube","North","5",1196753.00
"cubecliniczflourzcubefcube","North","6",1255773.50
"cubecliniczflourzcubefcube","North","7",1215654.16
"cubecliniczflourzcubefcube","North","8",1296583.97
"cubecliniczflourzcubefcube","North","9",1314299.37
"cubecliniczflourzcubefcube","North","10",1294241.77
"cubecliniczflourzcubefcube","South","1",719312.11
"cubecliniczflourzcubefcube","South","2",629190.94
"cubecliniczflourzcubefcube","South","3",840929.50
"cubecliniczflourzcubefcube","South","4",1413714.19
"cubecliniczflourzcubefcube","South","5",1464264.07
"cubecliniczflourzcubefcube","South","6",1524688.00
"cubecliniczflourzcubefcube","South","7",1471636.11
"cubecliniczflourzcubefcube","South","8",1558812.93
"cubecliniczflourzcubefcube","South","9",1583505.22
"cubecliniczflourzcubefcube","South","10",1562269.68
"cubecliniczflourzcubefcube","Cities","1",390390.07
"cubecliniczflourzcubefcube","Cities","2",312232.41
"cubecliniczflourzcubefcube","Cities","3",487071.03
"cubecliniczflourzcubefcube","Cities","4",809744.85
"cubecliniczflourzcubefcube","Cities","5",855610.56
"cubecliniczflourzcubefcube","Cities","6",888693.77
"cubecliniczflourzcubefcube","Cities","7",849344.96
"cubecliniczflourzcubefcube","Cities","8",901952.63
"cubecliniczflourzcubefcube","Cities","9",929203.06
"cubecliniczflourzcubefcube","Cities","10",923132.66
"cubecliniczflourzcubefcubefflour","North","1",466667.96
"cubecliniczflourzcubefcubefflour","North","2",418711.24
"cubecliniczflourzcubefcubefflour","North","3",554548.67
"cubecliniczflourzcubefcubefflour","North","4",1057064.20
"cubecliniczflourzcubefcubefflour","North","5",1095383.61
"cubecliniczflourzcubefcubefflour","North","6",1131159.06
"cubecliniczflourzcubefcubefflour","North","7",1112790.18
"cubecliniczflourzcubefcubefflour","North","8",1162256.66
"cubecliniczflourzcubefcubefflour","North","9",1187416.54
"cubecliniczflourzcubefcubefflour","North","10",1189093.20
"cubecliniczflourzcubefcubefflour","South","1",655169.02
"cubecliniczflourzcubefcubefflour","South","2",582541.03
"cubecliniczflourzcubefcubefflour","South","3",771106.59
"cubecliniczflourzcubefcubefflour","South","4",1315303.46
"cubecliniczflourzcubefcubefflour","South","5",1365336.04
"cubecliniczflourzcubefcubefflour","South","6",1400484.28
"cubecliniczflourzcubefcubefflour","South","7",1371663.43
"cubecliniczflourzcubefcubefflour","South","8",1424530.16
"cubecliniczflourzcubefcubefflour","South","9",1457721.54
"cubecliniczflourzcubefcubefflour","South","10",1460709.96
"cubecliniczflourzcubefcubefflour","Cities","1",359056.48
"cubecliniczflourzcubefcubefflour","Cities","2",291166.90
"cubecliniczflourzcubefcubefflour","Cities","3",465082.03
"cubecliniczflourzcubefcubefflour","Cities","4",771656.84
"cubecliniczflourzcubefcubefflour","Cities","5",817674.95
"cubecliniczflourzcubefcubefflour","Cities","6",836586.72
"cubecliniczflourzcubefcubefflour","Cities","7",811724.50
"cubecliniczflourzcubefcubefflour","Cities","8",844943.00
"cubecliniczflourzcubefcubefflour","Cities","9",877586.00
"cubecliniczflourzcubefcubefflour","Cities","10",886014.59
"cubecliniczflourzcubefflour","North","1",466667.96
"cubecliniczflourzcubefflour","North","2",418711.24
"cubecliniczflourzcubefflour","North","3",554548.67
"cubecliniczflourzcubefflour","North","4",1057064.20
"cubecliniczflourzcubefflour","North","5",1095383.61
"cubecliniczflourzcubefflour","North","6",1131159.06
"cubecliniczflourzcubefflour","North","7",1112790.18
"cubecliniczflourzcubefflour","North","8",1162256.66
"cubecliniczflourzcubefflour","North","9",1187416.54
"cubecliniczflourzcubefflour","North","10",1189093.20
"cubecliniczflourzcubefflour","South","1",655169.02
"cubecliniczflourzcubefflour","South","2",582541.03
"cubecliniczflourzcubefflour","South","3",771106.59
"cubecliniczflourzcubefflour","South","4",1315303.46
"cubecliniczflourzcubefflour","South","5",1365336.04
"cubecliniczflourzcubefflour","South","6",1400484.28
"cubecliniczflourzcubefflour","South","7",1371663.43
"cubecliniczflourzcubefflour","South","8",1424530.16
"cubecliniczflourzcubefflour","South","9",1457721.54
"cubecliniczflourzcubefflour","South","10",1460709.96
"cubecliniczflourzcubefflour","Cities","1",359056.48
"cubecliniczflourzcubefflour","Cities","2",291166.90
"cubecliniczflourzcubefflour","Cities","3",465082.03
"cubecliniczflourzcubefflour","Cities","4",771656.84
"cubecliniczflourzcubefflour","Cities","5",817674.95
"cubecliniczflourzcubefflour","Cities","6",836586.72
"cubecliniczflourzcubefflour","Cities","7",811724.50
"cubecliniczflourzcubefflour","Cities","8",844943.00
"cubecliniczflourzcubefflour","Cities","9",877586.00
"cubecliniczflourzcubefflour","Cities","10",886014.59
"cubefcube","North","1",69578.81
"cubefcube","North","2",53958.44
"cubefcube","North","3",99343.35
"cubefcube","North","4",615608.91
"cubefcube","North","5",628401.53
"cubefcube","North","6",663823.01
"cubefcube","North","7",654371.63
"cubefcube","North","8",698255.27
"cubefcube","North","9",703347.38
"cubefcube","North","10",694261.28
"cubefcube","South","1",76549.21
"cubefcube","South","2",59364.00
"cubefcube","South","3",109295.57
"cubefcube","South","4",677280.58
"cubefcube","South","5",691354.77
"cubefcube","South","6",730324.77
"cubefcube","South","7",719926.55
"cubefcube","South","8",768206.45
"cubefcube","South","9",773808.69
"cubefcube","South","10",763812.35
"cubefcube","Cities","1",44303.66
"cubefcube","Cities","2",34357.54
"cubefcube","Cities","3",63255.95
"cubefcube","Cities","4",391983.23
"cubefcube","Cities","5",400128.81
"cubefcube","Cities","6",422683.10
"cubefcube","Cities","7",416665.03
"cubefcube","Cities","8",444607.53
"cubefcube","Cities","9",447849.88
"cubefcube","Cities","10",442064.39
"cubefcubefflour","North","1",175356.81
"cubefcubefflour","North","2",123748.44
"cubefcubefflour","North","3",215689.35
"cubefcubefflour","North","4",545262.04
"cubefcubefflour","North","5",575008.00
"cubefcubefflour","North","6",602205.27
"cubefcubefflour","North","7",575263.89
"cubefcubefflour","North","8",616174.25
"cubefcubefflour","North","9",632811.54
"cubefcubefflour","North","10",626008.74
"cubefcubefflour","South","1",243822.21
"cubefcubefflour","South","2",169728.00
"cubefcubefflour","South","3",293280.57
"cubefcubefflour","South","4",649423.04
"cubefcubefflour","South","5",692255.67
"cubefcubefflour","South","6",720189.51
"cubefcubefflour","South","7",684122.24
"cubefcubefflour","South","8",729707.78
"cubefcubefflour","South","9",755594.27
"cubefcubefflour","South","10",751252.59
"cubefcubefflour","Cities","1",219180.66
"cubefcubefflour","Cities","2",149738.54
"cubefcubefflour","Cities","3",255604.95
"cubefcubefflour","Cities","4",451837.34
"cubefcubefflour","Cities","5",492129.06
"cubefcubefflour","Cities","6",505246.68
"cubefcubefflour","Cities","7",474514.95
"cubefcubefflour","Cities","8",501784.16
"cubefcubefflour","Cities","9",528394.67
"cubefcubefflour","Cities","10",530702.87
"cubefflour","North","1",175356.81
"cubefflour","North","2",123748.44
"cubefflour","North","3",215689.35
"cubefflour","North","4",545262.04
"cubefflour","North","5",575008.00
"cubefflour","North","6",602205.27
"cubefflour","North","7",575263.89
"cubefflour","North","8",616174.25
"cubefflour","North","9",632811.54
"cubefflour","North","10",626008.74
"cubefflour","South","1",243822.21
"cubefflour","South","2",169728.00
"cubefflour","South","3",293280.57
"cubefflour","South","4",649423.04
"cubefflour","South","5",692255.67
"cubefflour","South","6",720189.51
"cubefflour","South","7",684122.24
"cubefflour","South","8",729707.78
"cubefflour","South","9",755594.27
"cubefflour","South","10",751252.59
"cubefflour","Cities","1",219180.66
"cubefflour","Cities","2",149738.54
"cubefflour","Cities","3",255604.95
"cubefflour","Cities","4",451837.34
"cubefflour","Cities","5",492129.06
"cubefflour","Cities","6",505246.68
"cubefflour","Cities","7",474514.95
"cubefflour","Cities","8",501784.16
"cubefflour","Cities","9",528394.67
"cubefflour","Cities","10",530702.87
"cubevas","North","1",1090436.41
"cubevas","North","2",1075860.20
"cubevas","North","3",1122307.65
"cubevas","North","4",1466349.96
"cubevas","North","5",1476158.78
"cubevas","North","6",1508539.60
"cubevas","North","7",1495983.55
"cubevas","North","8",1536698.13
"cubevas","North","9",1538558.40
"cubevas","North","10",1526175.62
"cubevas","South","1",1448722.03
"cubevas","South","2",1431842.79
"cubevas","South","3",1482058.27
"cubevas","South","4",1859647.85
"cubevas","South","5",1869498.23
"cubevas","South","6",1904172.38
"cubevas","South","7",1889409.79
"cubevas","South","8",1933263.19
"cubevas","South","9",1934381.69
"cubevas","South","10",1919845.95
"cubevas","Cities","1",610241.79
"cubevas","Cities","2",600738.87
"cubevas","Cities","3",630079.15
"cubevas","Cities","4",848906.15
"cubevas","Cities","5",854919.40
"cubevas","Cities","6",875322.17
"cubevas","Cities","7",867136.14
"cubevas","Cities","8",892897.57
"cubevas","Cities","9",893950.65
"cubevas","Cities","10",885972.58
"cubevasfcube","North","1",1090436.41
"cubevasfcube","North","2",1075860.20
"cubevasfcube","North","3",1122307.65
"cubevasfcube","North","4",1639644.83
"cubevasfcube","North","5",1653505.31
"cubevasfcube","North","6",1689978.34
"cubevasfcube","North","7",1681555.30
"cubevasfcube","North","8",1726443.15
"cubevasfcube","North","9",1732515.24
"cubevasfcube","North","10",1724381.16
"cubevasfcube","South","1",1448722.03
"cubevasfcube","South","2",1431842.79
"cubevasfcube","South","3",1482058.27
"cubevasfcube","South","4",2050303.39
"cubevasfcube","South","5",2064611.33
"cubevasfcube","South","6",2103787.64
"cubevasfcube","South","7",2093572.10
"cubevasfcube","South","8",2142016.85
"cubevasfcube","South","9",2147769.12
"cubevasfcube","South","10",2137907.71
"cubevasfcube","Cities","1",610241.79
"cubevasfcube","Cities","2",600738.87
"cubevasfcube","Cities","3",630079.15
"cubevasfcube","Cities","4",959250.04
"cubevasfcube","Cities","5",967843.15
"cubevasfcube","Cities","6",990851.59
"cubevasfcube","Cities","7",985297.21
"cubevasfcube","Cities","8",1013715.94
"cubevasfcube","Cities","9",1017450.85
"cubevasfcube","Cities","10",1012178.11
"cubevasfcubefflour","North","1",1196214.41
"cubevasfcubefflour","North","2",1145650.20
"cubevasfcubefflour","North","3",1238653.65
"cubevasfcubefflour","North","4",1569297.96
"cubevasfcubefflour","North","5",1600111.78
"cubevasfcubefflour","North","6",1628360.60
"cubevasfcubefflour","North","7",1602447.55
"cubevasfcubefflour","North","8",1644362.13
"cubevasfcubefflour","North","9",1661979.40
"cubevasfcubefflour","North","10",1656128.62
"cubevasfcubefflour","South","1",1615995.03
"cubevasfcubefflour","South","2",1542206.79
"cubevasfcubefflour","South","3",1666043.27
"cubevasfcubefflour","South","4",2022445.85
"cubevasfcubefflour","South","5",2065512.23
"cubevasfcubefflour","South","6",2093652.38
"cubevasfcubefflour","South","7",2057767.79
"cubevasfcubefflour","South","8",2103518.19
"cubevasfcubefflour","South","9",2129554.69
"cubevasfcubefflour","South","10",2125347.95
"cubevasfcubefflour","Cities","1",785118.79
"cubevasfcubefflour","Cities","2",716119.87
"cubevasfcubefflour","Cities","3",822428.15
"cubevasfcubefflour","Cities","4",1019104.15
"cubevasfcubefflour","Cities","5",1059843.40
"cubevasfcubefflour","Cities","6",1073415.17
"cubevasfcubefflour","Cities","7",1043147.14
"cubevasfcubefflour","Cities","8",1070892.57
"cubevasfcubefflour","Cities","9",1097995.65
"cubevasfcubefflour","Cities","10",1100816.58
"cubevasfflour","North","1",1196214.41
"cubevasfflour","North","2",1145650.20
"cubevasfflour","North","3",1238653.65
"cubevasfflour","North","4",1569297.96
"cubevasfflour","North","5",1600111.78
"cubevasfflour","North","6",1628360.60
"cubevasfflour","North","7",1602447.55
"cubevasfflour","North","8",1644362.13
"cubevasfflour","North","9",1661979.40
"cubevasfflour","North","10",1656128.62
"cubevasfflour","South","1",1615995.03
"cubevasfflour","South","2",1542206.79
"cubevasfflour","South","3",1666043.27
"cubevasfflour","South","4",2022445.85
"cubevasfflour","South","5",2065512.23
"cubevasfflour","South","6",2093652.38
"cubevasfflour","South","7",2057767.79
"cubevasfflour","South","8",2103518.19
"cubevasfflour","South","9",2129554.69
"cubevasfflour","South","10",2125347.95
"cubevasfflour","Cities","1",785118.79
"cubevasfflour","Cities","2",716119.87
"cubevasfflour","Cities","3",822428.15
"cubevasfflour","Cities","4",1019104.15
"cubevasfflour","Cities","5",1059843.40
"cubevasfflour","Cities","6",1073415.17
"cubevasfflour","Cities","7",1043147.14
"cubevasfflour","Cities","8",1070892.57
"cubevasfflour","Cities","9",1097995.65
"cubevasfflour","Cities","10",1100816.58
"cubevaszflour","North","1",1207234.25
"cubevaszflour","North","2",1156944.30
"cubevaszflour","North","3",1273716.41
"cubevaszflour","North","4",1605210.33
"cubevaszflour","North","5",1636883.84
"cubevaszflour","North","6",1666002.75
"cubevaszflour","North","7",1640970.30
"cubevaszflour","North","8",1683776.01
"cubevaszflour","North","9",1702294.74
"cubevaszflour","North","10",1697355.88
"cubevaszflour","South","1",1633421.65
"cubevaszflour","South","2",1560066.08
"cubevaszflour","South","3",1721490.27
"cubevaszflour","South","4",2079236.31
"cubevaszflour","South","5",2123662.68
"cubevaszflour","South","6",2153178.57
"cubevaszflour","South","7",2118686.27
"cubevaszflour","South","8",2165846.51
"cubevaszflour","South","9",2193308.06
"cubevaszflour","South","10",2190543.85
"cubevaszflour","Cities","1",803337.26
"cubevaszflour","Cities","2",734790.77
"cubevaszflour","Cities","3",880394.94
"cubevaszflour","Cities","4",1078476.38
"cubevaszflour","Cities","5",1120637.34
"cubevaszflour","Cities","6",1135647.36
"cubevaszflour","Cities","7",1106834.78
"cubevaszflour","Cities","8",1136053.37
"cubevaszflour","Cities","9",1164646.96
"cubevaszflour","Cities","10",1168975.52
"cubevaszflourfcube","North","1",1207234.25
"cubevaszflourfcube","North","2",1156944.30
"cubevaszflourfcube","North","3",1273716.41
"cubevaszflourfcube","North","4",1778505.20
"cubevaszflourfcube","North","5",1814230.37
"cubevaszflourfcube","North","6",1847441.49
"cubevaszflourfcube","North","7",1826542.04
"cubevaszflourfcube","North","8",1873521.03
"cubevaszflourfcube","North","9",1896251.59
"cubevaszflourfcube","North","10",1895561.42
"cubevaszflourfcube","South","1",1633421.65
"cubevaszflourfcube","South","2",1560066.08
"cubevaszflourfcube","South","3",1721490.27
"cubevaszflourfcube","South","4",2269891.85
"cubevaszflourfcube","South","5",2318775.78
"cubevaszflourfcube","South","6",2352793.83
"cubevaszflourfcube","South","7",2322848.58
"cubevaszflourfcube","South","8",2374600.18
"cubevaszflourfcube","South","9",2406695.48
"cubevaszflourfcube","South","10",2408605.61
"cubevaszflourfcube","Cities","1",803337.26
"cubevaszflourfcube","Cities","2",734790.77
"cubevaszflourfcube","Cities","3",880394.94
"cubevaszflourfcube","Cities","4",1188820.27
"cubevaszflourfcube","Cities","5",1233561.09
"cubevaszflourfcube","Cities","6",1251176.78
"cubevaszflourfcube","Cities","7",1224995.85
"cubevaszflourfcube","Cities","8",1256871.74
"cubevaszflourfcube","Cities","9",1288147.17
"cubevaszflourfcube","Cities","10",1295181.04
"cubevaszflourfcubefflour","North","1",1215079.47
"cubevaszflourfcubefflour","North","2",1164984.26
"cubevaszflourfcubefflour","North","3",1298677.59
"cubevaszflourfcubefflour","North","4",1630776.51
"cubevaszflourfcubefflour","North","5",1663062.19
"cubevaszflourfcubefflour","North","6",1692800.51
"cubevaszflourfcubefflour","North","7",1668394.89
"cubevaszflourfcubefflour","North","8",1711834.94
