"intervention","space","time","costs"
"maxoilzflourfcube","Cities","8",649446.93
"maxoilzflourfcube","Cities","9",702123.10
"maxoilzflourfcube","Cities","10",714505.44
"maxoilzflourfcubefflour","North","1",310585.98
"maxoilzflourfcubefflour","North","2",277398.31
"maxoilzflourfcubefflour","North","3",419954.94
"maxoilzflourfcubefflour","North","4",391230.86
"maxoilzflourfcubefflour","North","5",444178.16
"maxoilzflourfcubefflour","North","6",437513.71
"maxoilzflourfcubefflour","North","7",408996.04
"maxoilzflourfcubefflour","North","8",415058.17
"maxoilzflourfcubefflour","North","9",455699.36
"maxoilzflourfcubefflour","North","10",474486.93
"maxoilzflourfcubefflour","South","1",349932.72
"maxoilzflourfcubefflour","South","2",295680.46
"maxoilzflourfcubefflour","South","3",479107.79
"maxoilzflourfcubefflour","South","4",446428.89
"maxoilzflourfcubefflour","South","5",507016.66
"maxoilzflourfcubefflour","South","6",499532.26
"maxoilzflourfcubefflour","South","7",467094.25
"maxoilzflourfcubefflour","South","8",474146.62
"maxoilzflourfcubefflour","South","9",520688.53
"maxoilzflourfcubefflour","South","10",542276.47
"maxoilzflourfcubefflour","Cities","1",440812.66
"maxoilzflourfcubefflour","Cities","2",385034.28
"maxoilzflourfcubefflour","Cities","3",599101.20
"maxoilzflourfcubefflour","Cities","4",558170.75
"maxoilzflourfcubefflour","Cities","5",633798.48
"maxoilzflourfcubefflour","Cities","6",624352.20
"maxoilzflourfcubefflour","Cities","7",583719.00
"maxoilzflourfcubefflour","Cities","8",592437.30
"maxoilzflourfcubefflour","Cities","9",650506.05
"maxoilzflourfcubefflour","Cities","10",677387.37
"maxoilzflourfflour","North","1",310585.98
"maxoilzflourfflour","North","2",277398.31
"maxoilzflourfflour","North","3",419954.94
"maxoilzflourfflour","North","4",391230.86
"maxoilzflourfflour","North","5",444178.16
"maxoilzflourfflour","North","6",437513.71
"maxoilzflourfflour","North","7",408996.04
"maxoilzflourfflour","North","8",415058.17
"maxoilzflourfflour","North","9",455699.36
"maxoilzflourfflour","North","10",474486.93
"maxoilzflourfflour","South","1",349932.72
"maxoilzflourfflour","South","2",295680.46
"maxoilzflourfflour","South","3",479107.79
"maxoilzflourfflour","South","4",446428.89
"maxoilzflourfflour","South","5",507016.66
"maxoilzflourfflour","South","6",499532.26
"maxoilzflourfflour","South","7",467094.25
"maxoilzflourfflour","South","8",474146.62
"maxoilzflourfflour","South","9",520688.53
"maxoilzflourfflour","South","10",542276.47
"maxoilzflourfflour","Cities","1",440812.66
"maxoilzflourfflour","Cities","2",385034.28
"maxoilzflourfflour","Cities","3",599101.20
"maxoilzflourfflour","Cities","4",558170.75
"maxoilzflourfflour","Cities","5",633798.48
"maxoilzflourfflour","Cities","6",624352.20
"maxoilzflourfflour","Cities","7",583719.00
"maxoilzflourfflour","Cities","8",592437.30
"maxoilzflourfflour","Cities","9",650506.05
"maxoilzflourfflour","Cities","10",677387.37
"maxoilzflourzcube","North","1",372319.57
"maxoilzflourzcube","North","2",323316.79
"maxoilzflourzcube","North","3",494337.12
"maxoilzflourzcube","North","4",602404.19
"maxoilzflourzcube","North","5",658673.90
"maxoilzflourzcube","North","6",677864.86
"maxoilzflourzcube","North","7",630233.11
"maxoilzflourzcube","North","8",670420.62
"maxoilzflourzcube","North","9",706303.97
"maxoilzflourzcube","North","10",984.22
"maxoilzflourzcube","South","1",414075.80
"maxoilzflourzcube","South","2",342330.37
"maxoilzflourzcube","South","3",548930.71
"maxoilzflourzcube","South","4",666455.57
"maxoilzflourzcube","South","5",730404.04
"maxoilzflourzcube","South","6",751067.19
"maxoilzflourzcube","South","7",697298.63
"maxoilzflourzcube","South","8",741589.83
"maxoilzflourzcube","South","9",782588.45
"maxoilzflourzcube","South","10",657.74
"maxoilzflourzcube","Cities","1",472146.24
"maxoilzflourzcube","Cities","2",406099.78
"maxoilzflourzcube","Cities","3",621090.20
"maxoilzflourzcube","Cities","4",666645.26
"maxoilzflourzcube","Cities","5",743766.24
"maxoilzflourzcube","Cities","6",750153.51
"maxoilzflourzcube","Cities","7",696712.42
"maxoilzflourzcube","Cities","8",726514.93
"maxoilzflourzcube","Cities","9",780901.80
"maxoilzflourzcube","Cities","10",697.00
"maxoilzflourzcubefcube","North","1",372319.57
"maxoilzflourzcubefcube","North","2",323316.79
"maxoilzflourzcubefcube","North","3",494337.12
"maxoilzflourzcubefcube","North","4",758871.54
"maxoilzflourzcubefcube","North","5",818799.49
"maxoilzflourzcubefcube","North","6",841685.28
"maxoilzflourzcubefcube","North","7",797785.21
"maxoilzflourzcubefcube","North","8",841740.76
"maxoilzflourzcubefcube","North","9",881426.95
"maxoilzflourzcubefcube","North","10",179943.34
"maxoilzflourzcubefcube","South","1",414075.80
"maxoilzflourzcubefcube","South","2",342330.37
"maxoilzflourzcubefcube","South","3",548930.71
"maxoilzflourzcubefcube","South","4",838597.81
"maxoilzflourzcubefcube","South","5",906571.00
"maxoilzflourzcubefcube","South","6",931299.13
"maxoilzflourzcubefcube","South","7",881636.09
"maxoilzflourzcubefcube","South","8",930072.81
"maxoilzflourzcubefcube","South","9",975255.25
"maxoilzflourzcubefcube","South","10",197544.97
"maxoilzflourzcubefcube","Cities","1",472146.24
"maxoilzflourzcubefcube","Cities","2",406099.78
"maxoilzflourzcubefcube","Cities","3",621090.20
"maxoilzflourzcubefcube","Cities","4",766274.39
"maxoilzflourzcubefcube","Cities","5",845724.71
"maxoilzflourzcubefcube","Cities","6",854464.63
"maxoilzflourzcubefcube","Cities","7",803399.66
"maxoilzflourzcubefcube","Cities","8",835601.43
"maxoilzflourzcubefcube","Cities","9",892409.72
"maxoilzflourzcubefcube","Cities","10",114647.55
"maxoilzflourzcubefcubefflour","North","1",380164.79
"maxoilzflourzcubefcubefflour","North","2",331356.75
"maxoilzflourzcubefcubefflour","North","3",519298.30
"maxoilzflourzcubefcubefflour","North","4",627970.36
"maxoilzflourzcubefcubefflour","North","5",684852.25
"maxoilzflourzcubefcubefflour","North","6",704662.62
"maxoilzflourzcubefcubefflour","North","7",657657.70
"maxoilzflourzcubefcubefflour","North","8",698479.55
"maxoilzflourzcubefcubefflour","North","9",735004.68
"maxoilzflourzcubefcubefflour","North","10",30334.11
"maxoilzflourzcubefcubefflour","South","1",426481.93
"maxoilzflourzcubefcubefflour","South","2",355044.46
"maxoilzflourzcubefcubefflour","South","3",588403.36
"maxoilzflourzcubefcubefflour","South","4",706884.94
"maxoilzflourzcubefcubefflour","South","5",771801.48
"maxoilzflourzcubefcubefflour","South","6",793444.13
"maxoilzflourzcubefcubefflour","South","7",740666.82
"maxoilzflourzcubefcubefflour","South","8",785961.14
"maxoilzflourzcubefcubefflour","South","9",827974.65
"maxoilzflourzcubefcubefflour","South","10",47070.53
"maxoilzflourzcubefcubefflour","Cities","1",485116.31
"maxoilzflourzcubefcubefflour","Cities","2",419391.81
"maxoilzflourzcubefcubefflour","Cities","3",662357.15
"maxoilzflourzcubefcubefflour","Cities","4",708912.42
"maxoilzflourzcubefcubefflour","Cities","5",787045.47
"maxoilzflourzcubefcubefflour","Cities","6",794456.77
"maxoilzflourzcubefcubefflour","Cities","7",742051.99
"maxoilzflourzcubefcubefflour","Cities","8",772903.22
"maxoilzflourzcubefcubefflour","Cities","9",828351.11
"maxoilzflourzcubefcubefflour","Cities","10",49219.57
"maxoilzflourzcubefflour","North","1",380164.79
"maxoilzflourzcubefflour","North","2",331356.75
"maxoilzflourzcubefflour","North","3",519298.30
"maxoilzflourzcubefflour","North","4",627970.36
"maxoilzflourzcubefflour","North","5",684852.25
"maxoilzflourzcubefflour","North","6",704662.62
"maxoilzflourzcubefflour","North","7",657657.70
"maxoilzflourzcubefflour","North","8",698479.55
"maxoilzflourzcubefflour","North","9",735004.68
"maxoilzflourzcubefflour","North","10",30334.11
"maxoilzflourzcubefflour","South","1",426481.93
"maxoilzflourzcubefflour","South","2",355044.46
"maxoilzflourzcubefflour","South","3",588403.36
"maxoilzflourzcubefflour","South","4",706884.94
"maxoilzflourzcubefflour","South","5",771801.48
"maxoilzflourzcubefflour","South","6",793444.13
"maxoilzflourzcubefflour","South","7",740666.82
"maxoilzflourzcubefflour","South","8",785961.14
"maxoilzflourzcubefflour","South","9",827974.65
"maxoilzflourzcubefflour","South","10",47070.53
"maxoilzflourzcubefflour","Cities","1",485116.31
"maxoilzflourzcubefflour","Cities","2",419391.81
"maxoilzflourzcubefflour","Cities","3",662357.15
"maxoilzflourzcubefflour","Cities","4",708912.42
"maxoilzflourzcubefflour","Cities","5",787045.47
"maxoilzflourzcubefflour","Cities","6",794456.77
"maxoilzflourzcubefflour","Cities","7",742051.99
"maxoilzflourzcubefflour","Cities","8",772903.22
"maxoilzflourzcubefflour","Cities","9",828351.11
"maxoilzflourzcubefflour","Cities","10",49219.57
"oil","North","1",133619.27
"oil","North","2",135950.60
"oil","North","3",138311.24
"oil","North","4",140700.33
"oil","North","5",143117.21
"oil","North","6",145562.08
"oil","North","7",148035.62
"oil","North","8",150538.11
"oil","North","9",153069.21
"oil","North","10",155628.74
"oil","South","1",109822.03
"oil","South","2",111738.15
"oil","South","3",113678.36
"oil","South","4",115641.96
"oil","South","5",117628.40
"oil","South","6",119637.85
"oil","South","7",121670.86
"oil","South","8",123727.66
"oil","South","9",125807.98
"oil","South","10",127911.66
"oil","Cities","1",168690.16
"oil","Cities","2",171633.39
"oil","Cities","3",174613.61
"oil","Cities","4",177629.77
"oil","Cities","5",180681.00
"oil","Cities","6",183767.58
"oil","Cities","7",186890.34
"oil","Cities","8",190049.65
"oil","Cities","9",193245.09
"oil","Cities","10",196476.41
"oilclinic","North","1",406065.36
"oilclinic","North","2",411579.34
"oilclinic","North","3",417146.62
"oilclinic","North","4",422736.13
"oilclinic","North","5",428320.00
"oilclinic","North","6",433879.58
"oilclinic","North","7",439404.61
"oilclinic","North","8",444885.04
"oilclinic","North","9",450305.37
"oilclinic","North","10",455657.31
"oilclinic","South","1",491336.08
"oilclinic","South","2",493977.81
"oilclinic","South","3",496584.73
"oilclinic","South","4",499155.68
"oilclinic","South","5",501685.24
"oilclinic","South","6",504181.77
"oilclinic","South","7",506661.98
"oilclinic","South","8",509128.30
"oilclinic","South","9",511573.72
"oilclinic","South","10",513999.11
"oilclinic","Cities","1",277377.44
"oilclinic","Cities","2",281098.83
"oilclinic","Cities","3",284856.95
"oilclinic","Cities","4",288654.19
"oilclinic","Cities","5",292492.72
"oilclinic","Cities","6",296380.76
"oilclinic","Cities","7",300325.66
"oilclinic","Cities","8",304331.87
"oilclinic","Cities","9",308403.92
"oilclinic","Cities","10",312547.60
"oilclinicfcube","North","1",475644.17
"oilclinicfcube","North","2",465537.78
"oilclinicfcube","North","3",516489.97
"oilclinicfcube","North","4",548933.76
"oilclinicfcube","North","5",555867.74
"oilclinicfcube","North","6",585291.78
"oilclinicfcube","North","7",569693.18
"oilclinicfcube","North","8",607271.28
"oilclinicfcube","North","9",605888.90
"oilclinicfcube","North","10",590155.77
"oilclinicfcube","South","1",567885.29
"oilclinicfcube","South","2",553341.81
"oilclinicfcube","South","3",605880.30
"oilclinicfcube","South","4",637995.78
"oilclinicfcube","South","5",642010.71
"oilclinicfcube","South","6",670762.43
"oilclinicfcube","South","7",650002.86
"oilclinicfcube","South","8",687782.39
"oilclinicfcube","South","9",682743.60
"oilclinicfcube","South","10",661971.61
"oilclinicfcube","Cities","1",321681.10
"oilclinicfcube","Cities","2",315456.36
"oilclinicfcube","Cities","3",348112.90
"oilclinicfcube","Cities","4",369009.36
"oilclinicfcube","Cities","5",373707.55
"oilclinicfcube","Cities","6",392791.07
"oilclinicfcube","Cities","7",383285.70
"oilclinicfcube","Cities","8",407729.79
"oilclinicfcube","Cities","9",407470.28
"oilclinicfcube","Cities","10",398188.23
"oilclinicfcubefflour","North","1",511843.36
"oilclinicfcubefflour","North","2",481369.34
"oilclinicfcubefflour","North","3",533492.62
"oilclinicfcubefflour","North","4",525684.13
"oilclinicfcubefflour","North","5",552273.00
"oilclinicfcubefflour","North","6",553700.58
"oilclinicfcubefflour","North","7",545868.61
"oilclinicfcubefflour","North","8",552549.04
"oilclinicfcubefflour","North","9",573726.37
"oilclinicfcubefflour","North","10",585610.31
"oilclinicfcubefflour","South","1",658609.08
"oilclinicfcubefflour","South","2",604341.81
"oilclinicfcubefflour","South","3",680569.73
"oilclinicfcubefflour","South","4",661953.68
"oilclinicfcubefflour","South","5",697699.24
"oilclinicfcubefflour","South","6",693661.77
"oilclinicfcubefflour","South","7",675019.98
"oilclinicfcubefflour","South","8",679383.30
"oilclinicfcubefflour","South","9",706746.72
"oilclinicfcubefflour","South","10",719501.11
"oilclinicfcubefflour","Cities","1",452254.44
"oilclinicfcubefflour","Cities","2",396479.83
"oilclinicfcubefflour","Cities","3",477205.95
"oilclinicfcubefflour","Cities","4",458852.19
"oilclinicfcubefflour","Cities","5",497416.72
"oilclinicfcubefflour","Cities","6",494473.76
"oilclinicfcubefflour","Cities","7",476336.66
"oilclinicfcubefflour","Cities","8",482326.87
"oilclinicfcubefflour","Cities","9",512448.92
"oilclinicfcubefflour","Cities","10",527391.60
"oilclinicfflour","North","1",511843.36
"oilclinicfflour","North","2",481369.34
"oilclinicfflour","North","3",533492.62
"oilclinicfflour","North","4",525684.13
"oilclinicfflour","North","5",552273.00
"oilclinicfflour","North","6",553700.58
"oilclinicfflour","North","7",545868.61
"oilclinicfflour","North","8",552549.04
"oilclinicfflour","North","9",573726.37
"oilclinicfflour","North","10",585610.31
"oilclinicfflour","South","1",658609.08
"oilclinicfflour","South","2",604341.81
"oilclinicfflour","South","3",680569.73
"oilclinicfflour","South","4",661953.68
"oilclinicfflour","South","5",697699.24
"oilclinicfflour","South","6",693661.77
"oilclinicfflour","South","7",675019.98
"oilclinicfflour","South","8",679383.30
"oilclinicfflour","South","9",706746.72
"oilclinicfflour","South","10",719501.11
"oilclinicfflour","Cities","1",452254.44
"oilclinicfflour","Cities","2",396479.83
"oilclinicfflour","Cities","3",477205.95
"oilclinicfflour","Cities","4",458852.19
"oilclinicfflour","Cities","5",497416.72
"oilclinicfflour","Cities","6",494473.76
"oilclinicfflour","Cities","7",476336.66
"oilclinicfflour","Cities","8",482326.87
"oilclinicfflour","Cities","9",512448.92
"oilclinicfflour","Cities","10",527391.60
"oilcliniczflour","North","1",522863.21
"oilcliniczflour","North","2",492663.44
"oilcliniczflour","North","3",568555.37
"oilcliniczflour","North","4",561596.50
"oilcliniczflour","North","5",589045.06
"oilcliniczflour","North","6",591342.73
"oilcliniczflour","North","7",584391.35
"oilcliniczflour","North","8",591962.93
"oilcliniczflour","North","9",614041.71
"oilcliniczflour","North","10",626837.57
"oilcliniczflour","South","1",676035.71
"oilcliniczflour","South","2",622201.10
"oilcliniczflour","South","3",736016.73
"oilcliniczflour","South","4",718744.14
"oilcliniczflour","South","5",755849.70
"oilcliniczflour","South","6",753187.95
"oilcliniczflour","South","7",735938.46
"oilcliniczflour","South","8",741711.62
"oilcliniczflour","South","9",770500.09
"oilcliniczflour","South","10",784697.00
"oilcliniczflour","Cities","1",470472.91
"oilcliniczflour","Cities","2",415150.73
"oilcliniczflour","Cities","3",535172.74
"oilcliniczflour","Cities","4",518224.43
"oilcliniczflour","Cities","5",558210.65
"oilcliniczflour","Cities","6",556705.96
"oilcliniczflour","Cities","7",540024.30
"oilcliniczflour","Cities","8",547487.67
"oilcliniczflour","Cities","9",579100.23
"oilcliniczflour","Cities","10",595550.53
"oilcliniczflourfcube","North","1",592442.02
"oilcliniczflourfcube","North","2",546621.88
"oilcliniczflourfcube","North","3",667898.73
"oilcliniczflourfcube","North","4",687794.13
"oilcliniczflourfcube","North","5",716592.80
"oilcliniczflourfcube","North","6",742754.93
"oilcliniczflourfcube","North","7",714679.93
"oilcliniczflourfcube","North","8",754349.17
"oilcliniczflourfcube","North","9",769625.24
"oilcliniczflourfcube","North","10",761336.03
"oilcliniczflourfcube","South","1",752584.92
"oilcliniczflourfcube","South","2",681565.10
"oilcliniczflourfcube","South","3",845312.30
"oilcliniczflourfcube","South","4",857584.24
"oilcliniczflourfcube","South","5",896175.16
"oilcliniczflourfcube","South","6",919768.62
"oilcliniczflourfcube","South","7",879279.34
"oilcliniczflourfcube","South","8",920365.71
"oilcliniczflourfcube","South","9",941669.97
"oilcliniczflourfcube","South","10",932669.51
"oilcliniczflourfcube","Cities","1",514776.57
"oilcliniczflourfcube","Cities","2",449508.26
"oilcliniczflourfcube","Cities","3",598428.69
"oilcliniczflourfcube","Cities","4",598579.59
"oilcliniczflourfcube","Cities","5",639425.49
"oilcliniczflourfcube","Cities","6",653116.26
"oilcliniczflourfcube","Cities","7",622984.34
"oilcliniczflourfcube","Cities","8",650885.59
"oilcliniczflourfcube","Cities","9",678166.59
"oilcliniczflourfcube","Cities","10",681191.17
"oilcliniczflourfcubefflour","North","1",530708.43
"oilcliniczflourfcubefflour","North","2",500703.40
"oilcliniczflourfcubefflour","North","3",593516.55
"oilcliniczflourfcubefflour","North","4",587162.68
"oilcliniczflourfcubefflour","North","5",615223.41
"oilcliniczflourfcubefflour","North","6",618140.49
"oilcliniczflourfcubefflour","North","7",611815.94
"oilcliniczflourfcubefflour","North","8",620021.86
"oilcliniczflourfcubefflour","North","9",642742.42
"oilcliniczflourfcubefflour","North","10",656187.46
"oilcliniczflourfcubefflour","South","1",688441.84
"oilcliniczflourfcubefflour","South","2",634915.19
"oilcliniczflourfcubefflour","South","3",775489.38
"oilcliniczflourfcubefflour","South","4",759173.51
"oilcliniczflourfcubefflour","South","5",797247.13
"oilcliniczflourfcubefflour","South","6",795564.90
"oilcliniczflourfcubefflour","South","7",779306.66
"oilcliniczflourfcubefflour","South","8",786082.94
"oilcliniczflourfcubefflour","South","9",815886.29
"oilcliniczflourfcubefflour","South","10",831109.80
"oilcliniczflourfcubefflour","Cities","1",483442.98
"oilcliniczflourfcubefflour","Cities","2",428442.76
"oilcliniczflourfcubefflour","Cities","3",576439.69
"oilcliniczflourfcubefflour","Cities","4",560491.59
"oilcliniczflourfcubefflour","Cities","5",601489.88
"oilcliniczflourfcubefflour","Cities","6",601009.22
"oilcliniczflourfcubefflour","Cities","7",585363.88
"oilcliniczflourfcubefflour","Cities","8",593875.96
"oilcliniczflourfcubefflour","Cities","9",626549.54
"oilcliniczflourfcubefflour","Cities","10",644073.10
"oilcliniczflourfflour","North","1",530708.43
"oilcliniczflourfflour","North","2",500703.40
"oilcliniczflourfflour","North","3",593516.55
"oilcliniczflourfflour","North","4",587162.68
"oilcliniczflourfflour","North","5",615223.41
"oilcliniczflourfflour","North","6",618140.49
"oilcliniczflourfflour","North","7",611815.94
"oilcliniczflourfflour","North","8",620021.86
"oilcliniczflourfflour","North","9",642742.42
"oilcliniczflourfflour","North","10",656187.46
"oilcliniczflourfflour","South","1",688441.84
"oilcliniczflourfflour","South","2",634915.19
"oilcliniczflourfflour","South","3",775489.38
"oilcliniczflourfflour","South","4",759173.51
"oilcliniczflourfflour","South","5",797247.13
"oilcliniczflourfflour","South","6",795564.90
"oilcliniczflourfflour","South","7",779306.66
"oilcliniczflourfflour","South","8",786082.94
"oilcliniczflourfflour","South","9",815886.29
"oilcliniczflourfflour","South","10",831109.80
"oilcliniczflourfflour","Cities","1",483442.98
"oilcliniczflourfflour","Cities","2",428442.76
"oilcliniczflourfflour","Cities","3",576439.69
"oilcliniczflourfflour","Cities","4",560491.59
"oilcliniczflourfflour","Cities","5",601489.88
"oilcliniczflourfflour","Cities","6",601009.22
"oilcliniczflourfflour","Cities","7",585363.88
"oilcliniczflourfflour","Cities","8",593875.96
"oilcliniczflourfflour","Cities","9",626549.54
"oilcliniczflourfflour","Cities","10",644073.10
"oilcliniczflourzcube","North","1",592442.02
"oilcliniczflourzcube","North","2",546621.88
"oilcliniczflourzcube","North","3",667898.73
"oilcliniczflourzcube","North","4",798336.00
"oilcliniczflourzcube","North","5",829719.16
"oilcliniczflourzcube","North","6",858491.64
"oilcliniczflourzcube","North","7",833053.01
"oilcliniczflourzcube","North","8",875384.31
"oilcliniczflourzcube","North","9",893347.04
"oilcliniczflourzcube","North","10",887767.99
"oilcliniczflourzcube","South","1",752584.92
"oilcliniczflourzcube","South","2",681565.10
"oilcliniczflourzcube","South","3",845312.30
"oilcliniczflourzcube","South","4",979200.19
"oilcliniczflourzcube","South","5",1020634.51
"oilcliniczflourzcube","South","6",1047099.82
"oilcliniczflourzcube","South","7",1009511.03
"oilcliniczflourzcube","South","8",1053526.15
"oilcliniczflourzcube","South","9",1077786.21
"oilcliniczflourzcube","South","10",1071767.42
"oilcliniczflourzcube","Cities","1",514776.57
"oilcliniczflourzcube","Cities","2",449508.26
"oilcliniczflourzcube","Cities","3",598428.69
"oilcliniczflourzcube","Cities","4",668966.09
"oilcliniczflourzcube","Cities","5",711457.64
"oilcliniczflourzcube","Cities","6",726810.53
"oilcliniczflourzcube","Cities","7",698357.29
"oilcliniczflourzcube","Cities","8",727953.59
"oilcliniczflourzcube","Cities","9",756945.29
"oilcliniczflourzcube","Cities","10",761695.54
"oilcliniczflourzcubefcube","North","1",592442.02
"oilcliniczflourzcubefcube","North","2",546621.88
"oilcliniczflourzcubefcube","North","3",667898.73
"oilcliniczflourzcubefcube","North","4",954803.36
"oilcliniczflourzcubefcube","North","5",989844.74
"oilcliniczflourzcubefcube","North","6",1022312.06
"oilcliniczflourzcubefcube","North","7",1000605.11
"oilcliniczflourzcubefcube","North","8",1046704.45
"oilcliniczflourzcubefcube","North","9",1068470.02
"oilcliniczflourzcubefcube","North","10",1066727.11
"oilcliniczflourzcubefcube","South","1",752584.92
"oilcliniczflourzcubefcube","South","2",681565.10
"oilcliniczflourzcubefcube","South","3",845312.30
"oilcliniczflourzcubefcube","South","4",1151342.44
"oilcliniczflourzcubefcube","South","5",1196801.47
"oilcliniczflourzcubefcube","South","6",1227331.77
"oilcliniczflourzcubefcube","South","7",1193848.50
"oilcliniczflourzcubefcube","South","8",1242009.14
"oilcliniczflourzcubefcube","South","9",1270453.00
"oilcliniczflourzcubefcube","South","10",1268654.65
"oilcliniczflourzcubefcube","Cities","1",514776.57
"oilcliniczflourzcubefcube","Cities","2",449508.26
"oilcliniczflourzcubefcube","Cities","3",598428.69
"oilcliniczflourzcubefcube","Cities","4",768595.22
"oilcliniczflourzcubefcube","Cities","5",813416.11
"oilcliniczflourzcubefcube","Cities","6",831121.66
"oilcliniczflourzcubefcube","Cities","7",805044.53
"oilcliniczflourzcubefcube","Cities","8",837040.09
"oilcliniczflourzcubefcube","Cities","9",868453.21
"oilcliniczflourzcubefcube","Cities","10",875646.09
"oilcliniczflourzcubefcubefflour","North","1",600287.24
"oilcliniczflourzcubefcubefflour","North","2",554661.84
"oilcliniczflourzcubefcubefflour","North","3",692859.91
"oilcliniczflourzcubefcubefflour","North","4",823902.18
"oilcliniczflourzcubefcubefflour","North","5",855897.51
"oilcliniczflourzcubefcubefflour","North","6",885289.40
"oilcliniczflourzcubefcubefflour","North","7",860477.60
"oilcliniczflourzcubefcubefflour","North","8",903443.24
"oilcliniczflourzcubefcubefflour","North","9",922047.74
"oilcliniczflourzcubefcubefflour","North","10",917117.88
"oilcliniczflourzcubefcubefflour","South","1",764991.05
"oilcliniczflourzcubefcubefflour","South","2",694279.18
"oilcliniczflourzcubefcubefflour","South","3",884784.95
"oilcliniczflourzcubefcubefflour","South","4",1019629.56
"oilcliniczflourzcubefcubefflour","South","5",1062031.95
"oilcliniczflourzcubefcubefflour","South","6",1089476.77
"oilcliniczflourzcubefcubefflour","South","7",1052879.23
"oilcliniczflourzcubefcubefflour","South","8",1097897.47
"oilcliniczflourzcubefcubefflour","South","9",1123172.40
"oilcliniczflourzcubefcubefflour","South","10",1118180.21
"oilcliniczflourzcubefcubefflour","Cities","1",527746.64
"oilcliniczflourzcubefcubefflour","Cities","2",462800.29
"oilcliniczflourzcubefcubefflour","Cities","3",639695.64
"oilcliniczflourzcubefcubefflour","Cities","4",711233.25
"oilcliniczflourzcubefcubefflour","Cities","5",754736.87
"oilcliniczflourzcubefcubefflour","Cities","6",771113.79
"oilcliniczflourzcubefcubefflour","Cities","7",743696.86
"oilcliniczflourzcubefcubefflour","Cities","8",774341.88
"oilcliniczflourzcubefcubefflour","Cities","9",804394.60
"oilcliniczflourzcubefcubefflour","Cities","10",810218.11
"oilcliniczflourzcubefflour","North","1",600287.24
"oilcliniczflourzcubefflour","North","2",554661.84
"oilcliniczflourzcubefflour","North","3",692859.91
"oilcliniczflourzcubefflour","North","4",823902.18
"oilcliniczflourzcubefflour","North","5",855897.51
"oilcliniczflourzcubefflour","North","6",885289.40
"oilcliniczflourzcubefflour","North","7",860477.60
"oilcliniczflourzcubefflour","North","8",903443.24
"oilcliniczflourzcubefflour","North","9",922047.74
"oilcliniczflourzcubefflour","North","10",917117.88
"oilcliniczflourzcubefflour","South","1",764991.05
"oilcliniczflourzcubefflour","South","2",694279.18
"oilcliniczflourzcubefflour","South","3",884784.95
"oilcliniczflourzcubefflour","South","4",1019629.56
"oilcliniczflourzcubefflour","South","5",1062031.95
"oilcliniczflourzcubefflour","South","6",1089476.77
"oilcliniczflourzcubefflour","South","7",1052879.23
"oilcliniczflourzcubefflour","South","8",1097897.47
"oilcliniczflourzcubefflour","South","9",1123172.40
"oilcliniczflourzcubefflour","South","10",1118180.21
"oilcliniczflourzcubefflour","Cities","1",527746.64
"oilcliniczflourzcubefflour","Cities","2",462800.29
"oilcliniczflourzcubefflour","Cities","3",639695.64
"oilcliniczflourzcubefflour","Cities","4",711233.25
"oilcliniczflourzcubefflour","Cities","5",754736.87
"oilcliniczflourzcubefflour","Cities","6",771113.79
"oilcliniczflourzcubefflour","Cities","7",743696.86
"oilcliniczflourzcubefflour","Cities","8",774341.88
"oilcliniczflourzcubefflour","Cities","9",804394.60
"oilcliniczflourzcubefflour","Cities","10",810218.11
"oilcube","North","1",203198.09
"oilcube","North","2",189909.05
"oilcube","North","3",237654.59
"oilcube","North","4",583014.37
"oilcube","North","5",594172.21
"oilcube","North","6",627946.35
"oilcube","North","7",616835.51
"oilcube","North","8",659048.36
"oilcube","North","9",662459.76
"oilcube","North","10",651684.48
"oilcube","South","1",186371.24
"oilcube","South","2",171102.15
"oilcube","South","3",222973.93
"oilcube","South","4",602267.00
"oilcube","South","5",613870.07
"oilcube","South","6",650347.36
"oilcube","South","7",637435.10
"oilcube","South","8",683180.44
"oilcube","South","9",686229.25
"oilcube","South","10",673662.25
"oilcube","Cities","1",212993.81
"oilcube","Cities","2",205990.92
"oilcube","Cities","3",237869.56
"oilcube","Cities","4",459269.11
"oilcube","Cities","5",467886.06
"oilcube","Cities","6",490921.26
"oilcube","Cities","7",485394.29
"oilcube","Cities","8",513838.81
"oilcube","Cities","9",517594.77
"oilcube","Cities","10",512335.28
"oilcubeclinic","North","1",475644.17
"oilcubeclinic","North","2",465537.78
"oilcubeclinic","North","3",516489.97
"oilcubeclinic","North","4",865050.17
"oilcubeclinic","North","5",879375.00
"oilcubeclinic","North","6",916263.85
"oilcubeclinic","North","7",908204.49
"oilcubeclinic","North","8",953395.29
"oilcubeclinic","North","9",959695.92
"oilcubeclinic","North","10",951713.06
"oilcubeclinic","South","1",567885.29
"oilcubeclinic","South","2",553341.81
"oilcubeclinic","South","3",605880.30
"oilcubeclinic","South","4",985780.71
"oilcubeclinic","South","5",997926.91
"oilcubeclinic","South","6",1034891.27
"oilcubeclinic","South","7",1022426.22
"oilcubeclinic","South","8",1068581.08
"oilcubeclinic","South","9",1071994.99
"oilcubeclinic","South","10",1059749.69
"oilcubeclinic","Cities","1",321681.10
"oilcubeclinic","Cities","2",315456.36
"oilcubeclinic","Cities","3",348112.90
"oilcubeclinic","Cities","4",570293.53
"oilcubeclinic","Cities","5",579697.78
