"intervention","space","time","lives_saved"
"maxoilfflour","Cities","4",506.23
"maxoilfflour","Cities","5",517.86
"maxoilfflour","Cities","6",528.91
"maxoilfflour","Cities","7",539.38
"maxoilfflour","Cities","8",550.43
"maxoilfflour","Cities","9",559.89
"maxoilfflour","Cities","10",568.35
"maxoilvas","North","1",1798.25
"maxoilvas","North","2",1811.32
"maxoilvas","North","3",1861.90
"maxoilvas","North","4",1881.90
"maxoilvas","North","5",1908.55
"maxoilvas","North","6",1937.71
"maxoilvas","North","7",1971.87
"maxoilvas","North","8",2006.02
"maxoilvas","North","9",2045.18
"maxoilvas","North","10",2088.50
"maxoilvas","South","1",777.20
"maxoilvas","South","2",782.39
"maxoilvas","South","3",785.86
"maxoilvas","South","4",790.19
"maxoilvas","South","5",794.52
"maxoilvas","South","6",797.12
"maxoilvas","South","7",799.72
"maxoilvas","South","8",802.32
"maxoilvas","South","9",804.92
"maxoilvas","South","10",805.79
"maxoilvas","Cities","1",384.98
"maxoilvas","Cities","2",396.09
"maxoilvas","Cities","3",412.00
"maxoilvas","Cities","4",423.22
"maxoilvas","Cities","5",433.64
"maxoilvas","Cities","6",443.26
"maxoilvas","Cities","7",452.08
"maxoilvas","Cities","8",461.70
"maxoilvas","Cities","9",470.51
"maxoilvas","Cities","10",479.33
"maxoilvasfcube","North","1",2130.58
"maxoilvasfcube","North","2",2145.91
"maxoilvasfcube","North","3",2164.90
"maxoilvasfcube","North","4",2190.90
"maxoilvasfcube","North","5",2223.55
"maxoilvasfcube","North","6",2257.71
"maxoilvasfcube","North","7",2296.87
"maxoilvasfcube","North","8",2338.02
"maxoilvasfcube","North","9",2385.18
"maxoilvasfcube","North","10",2436.50
"maxoilvasfcube","South","1",1209.20
"maxoilvasfcube","South","2",1216.39
"maxoilvasfcube","South","3",1221.86
"maxoilvasfcube","South","4",1229.19
"maxoilvasfcube","South","5",1234.52
"maxoilvasfcube","South","6",1238.12
"maxoilvasfcube","South","7",1242.72
"maxoilvasfcube","South","8",1246.32
"maxoilvasfcube","South","9",1249.92
"maxoilvasfcube","South","10",1250.79
"maxoilvasfcube","Cities","1",571.75
"maxoilvasfcube","Cities","2",587.98
"maxoilvasfcube","Cities","3",605.00
"maxoilvasfcube","Cities","4",620.22
"maxoilvasfcube","Cities","5",633.64
"maxoilvasfcube","Cities","6",647.26
"maxoilvasfcube","Cities","7",661.08
"maxoilvasfcube","Cities","8",673.70
"maxoilvasfcube","Cities","9",685.51
"maxoilvasfcube","Cities","10",696.33
"maxoilvasfcubefflour","North","1",2137.58
"maxoilvasfcubefflour","North","2",2152.91
"maxoilvasfcubefflour","North","3",2171.90
"maxoilvasfcubefflour","North","4",2198.90
"maxoilvasfcubefflour","North","5",2230.55
"maxoilvasfcubefflour","North","6",2264.71
"maxoilvasfcubefflour","North","7",2304.87
"maxoilvasfcubefflour","North","8",2346.02
"maxoilvasfcubefflour","North","9",2393.18
"maxoilvasfcubefflour","North","10",2444.50
"maxoilvasfcubefflour","South","1",1233.20
"maxoilvasfcubefflour","South","2",1240.39
"maxoilvasfcubefflour","South","3",1245.86
"maxoilvasfcubefflour","South","4",1253.19
"maxoilvasfcubefflour","South","5",1258.52
"maxoilvasfcubefflour","South","6",1263.12
"maxoilvasfcubefflour","South","7",1267.72
"maxoilvasfcubefflour","South","8",1271.32
"maxoilvasfcubefflour","South","9",1274.92
"maxoilvasfcubefflour","South","10",1274.79
"maxoilvasfcubefflour","Cities","1",583.75
"maxoilvasfcubefflour","Cities","2",599.98
"maxoilvasfcubefflour","Cities","3",617.00
"maxoilvasfcubefflour","Cities","4",632.22
"maxoilvasfcubefflour","Cities","5",646.64
"maxoilvasfcubefflour","Cities","6",661.26
"maxoilvasfcubefflour","Cities","7",674.08
"maxoilvasfcubefflour","Cities","8",687.70
"maxoilvasfcubefflour","Cities","9",699.51
"maxoilvasfcubefflour","Cities","10",711.33
"maxoilvasfflour","North","1",2016.58
"maxoilvasfflour","North","2",2031.91
"maxoilvasfflour","North","3",2048.90
"maxoilvasfflour","North","4",2072.90
"maxoilvasfflour","North","5",2102.55
"maxoilvasfflour","North","6",2134.71
"maxoilvasfflour","North","7",2172.87
"maxoilvasfflour","North","8",2211.02
"maxoilvasfflour","North","9",2255.18
"maxoilvasfflour","North","10",2303.50
"maxoilvasfflour","South","1",1061.20
"maxoilvasfflour","South","2",1068.39
"maxoilvasfflour","South","3",1072.86
"maxoilvasfflour","South","4",1079.19
"maxoilvasfflour","South","5",1084.52
"maxoilvasfflour","South","6",1087.12
"maxoilvasfflour","South","7",1091.72
"maxoilvasfflour","South","8",1094.32
"maxoilvasfflour","South","9",1097.92
"maxoilvasfflour","South","10",1098.79
"maxoilvasfflour","Cities","1",570.75
"maxoilvasfflour","Cities","2",587.98
"maxoilvasfflour","Cities","3",604.00
"maxoilvasfflour","Cities","4",619.22
"maxoilvasfflour","Cities","5",633.64
"maxoilvasfflour","Cities","6",647.26
"maxoilvasfflour","Cities","7",660.08
"maxoilvasfflour","Cities","8",673.70
"maxoilvasfflour","Cities","9",685.51
"maxoilvasfflour","Cities","10",696.33
"maxoilvaszflour","North","1",1872.88
"maxoilvaszflour","North","2",1886.31
"maxoilvaszflour","North","3",1932.32
"maxoilvaszflour","North","4",1952.81
"maxoilvaszflour","North","5",1980.30
"maxoilvaszflour","North","6",2011.13
"maxoilvaszflour","North","7",2044.45
"maxoilvaszflour","North","8",2081.28
"maxoilvaszflour","North","9",2121.60
"maxoilvaszflour","North","10",2166.09
"maxoilvaszflour","South","1",932.44
"maxoilvaszflour","South","2",937.91
"maxoilvaszflour","South","3",942.51
"maxoilvaszflour","South","4",946.97
"maxoilvaszflour","South","5",952.44
"maxoilvaszflour","South","6",957.04
"maxoilvaszflour","South","7",959.77
"maxoilvaszflour","South","8",962.50
"maxoilvaszflour","South","9",965.24
"maxoilvaszflour","South","10",967.10
"maxoilvaszflour","Cities","1",635.84
"maxoilvaszflour","Cities","2",653.57
"maxoilvaszflour","Cities","3",675.42
"maxoilvaszflour","Cities","4",694.24
"maxoilvaszflour","Cities","5",712.26
"maxoilvaszflour","Cities","6",729.27
"maxoilvaszflour","Cities","7",744.49
"maxoilvaszflour","Cities","8",759.70
"maxoilvaszflour","Cities","9",775.91
"maxoilvaszflour","Cities","10",789.33
"maxoilvaszflourfcube","North","1",2200.33
"maxoilvaszflourfcube","North","2",2215.99
"maxoilvaszflourfcube","North","3",2235.32
"maxoilvaszflourfcube","North","4",2261.81
"maxoilvaszflourfcube","North","5",2295.30
"maxoilvaszflourfcube","North","6",2331.13
"maxoilvaszflourfcube","North","7",2369.45
"maxoilvaszflourfcube","North","8",2413.28
"maxoilvaszflourfcube","North","9",2461.60
"maxoilvaszflourfcube","North","10",2514.09
"maxoilvaszflourfcube","South","1",1364.44
"maxoilvaszflourfcube","South","2",1371.91
"maxoilvaszflourfcube","South","3",1378.51
"maxoilvaszflourfcube","South","4",1385.97
"maxoilvaszflourfcube","South","5",1392.44
"maxoilvaszflourfcube","South","6",1398.04
"maxoilvaszflourfcube","South","7",1402.77
"maxoilvaszflourfcube","South","8",1406.50
"maxoilvaszflourfcube","South","9",1410.24
"maxoilvaszflourfcube","South","10",1412.10
"maxoilvaszflourfcube","Cities","1",821.79
"maxoilvaszflourfcube","Cities","2",844.61
"maxoilvaszflourfcube","Cities","3",868.42
"maxoilvaszflourfcube","Cities","4",891.24
"maxoilvaszflourfcube","Cities","5",912.26
"maxoilvaszflourfcube","Cities","6",933.27
"maxoilvaszflourfcube","Cities","7",953.49
"maxoilvaszflourfcube","Cities","8",971.70
"maxoilvaszflourfcube","Cities","9",990.91
"maxoilvaszflourfcube","Cities","10",1006.33
"maxoilvaszflourfcubefflour","North","1",2207.33
"maxoilvaszflourfcubefflour","North","2",2222.99
"maxoilvaszflourfcubefflour","North","3",2242.32
"maxoilvaszflourfcubefflour","North","4",2269.81
"maxoilvaszflourfcubefflour","North","5",2302.30
"maxoilvaszflourfcubefflour","North","6",2338.13
"maxoilvaszflourfcubefflour","North","7",2377.45
"maxoilvaszflourfcubefflour","North","8",2421.28
"maxoilvaszflourfcubefflour","North","9",2469.60
"maxoilvaszflourfcubefflour","North","10",2522.09
"maxoilvaszflourfcubefflour","South","1",1388.44
"maxoilvaszflourfcubefflour","South","2",1395.91
"maxoilvaszflourfcubefflour","South","3",1402.51
"maxoilvaszflourfcubefflour","South","4",1409.97
"maxoilvaszflourfcubefflour","South","5",1416.44
"maxoilvaszflourfcubefflour","South","6",1423.04
"maxoilvaszflourfcubefflour","South","7",1427.77
"maxoilvaszflourfcubefflour","South","8",1431.50
"maxoilvaszflourfcubefflour","South","9",1435.24
"maxoilvaszflourfcubefflour","South","10",1436.10
"maxoilvaszflourfcubefflour","Cities","1",833.79
"maxoilvaszflourfcubefflour","Cities","2",856.61
"maxoilvaszflourfcubefflour","Cities","3",880.42
"maxoilvaszflourfcubefflour","Cities","4",903.24
"maxoilvaszflourfcubefflour","Cities","5",925.26
"maxoilvaszflourfcubefflour","Cities","6",947.27
"maxoilvaszflourfcubefflour","Cities","7",966.49
"maxoilvaszflourfcubefflour","Cities","8",985.70
"maxoilvaszflourfcubefflour","Cities","9",1004.91
"maxoilvaszflourfcubefflour","Cities","10",1021.33
"maxoilvaszflourfflour","North","1",2086.33
"maxoilvaszflourfflour","North","2",2101.99
"maxoilvaszflourfflour","North","3",2119.32
"maxoilvaszflourfflour","North","4",2143.81
"maxoilvaszflourfflour","North","5",2174.30
"maxoilvaszflourfflour","North","6",2208.13
"maxoilvaszflourfflour","North","7",2245.45
"maxoilvaszflourfflour","North","8",2286.28
"maxoilvaszflourfflour","North","9",2331.60
"maxoilvaszflourfflour","North","10",2381.09
"maxoilvaszflourfflour","South","1",1216.44
"maxoilvaszflourfflour","South","2",1223.91
"maxoilvaszflourfflour","South","3",1229.51
"maxoilvaszflourfflour","South","4",1235.97
"maxoilvaszflourfflour","South","5",1242.44
"maxoilvaszflourfflour","South","6",1247.04
"maxoilvaszflourfflour","South","7",1251.77
"maxoilvaszflourfflour","South","8",1254.50
"maxoilvaszflourfflour","South","9",1258.24
"maxoilvaszflourfflour","South","10",1260.10
"maxoilvaszflourfflour","Cities","1",820.79
"maxoilvaszflourfflour","Cities","2",844.61
"maxoilvaszflourfflour","Cities","3",867.42
"maxoilvaszflourfflour","Cities","4",890.24
"maxoilvaszflourfflour","Cities","5",912.26
"maxoilvaszflourfflour","Cities","6",933.27
"maxoilvaszflourfflour","Cities","7",952.49
"maxoilvaszflourfflour","Cities","8",971.70
"maxoilvaszflourfflour","Cities","9",990.91
"maxoilvaszflourfflour","Cities","10",1006.33
"maxoilvaszflourzcube","North","1",1872.88
"maxoilvaszflourzcube","North","2",1886.31
"maxoilvaszflourzcube","North","3",2034.32
"maxoilvaszflourzcube","North","4",2054.99
"maxoilvaszflourzcube","North","5",2084.31
"maxoilvaszflourzcube","North","6",2116.30
"maxoilvaszflourzcube","North","7",2152.63
"maxoilvaszflourzcube","North","8",2190.62
"maxoilvaszflourzcube","North","9",2232.94
"maxoilvaszflourzcube","North","10",2278.60
"maxoilvaszflourzcube","South","1",932.44
"maxoilvaszflourzcube","South","2",937.91
"maxoilvaszflourzcube","South","3",1052.44
"maxoilvaszflourzcube","South","4",1058.91
"maxoilvaszflourzcube","South","5",1063.51
"maxoilvaszflourzcube","South","6",1068.11
"maxoilvaszflourzcube","South","7",1071.84
"maxoilvaszflourzcube","South","8",1075.44
"maxoilvaszflourzcube","South","9",1077.30
"maxoilvaszflourzcube","South","10",1080.04
"maxoilvaszflourzcube","Cities","1",635.84
"maxoilvaszflourzcube","Cities","2",653.57
"maxoilvaszflourzcube","Cities","3",743.42
"maxoilvaszflourzcube","Cities","4",763.43
"maxoilvaszflourzcube","Cities","5",782.45
"maxoilvaszflourzcube","Cities","6",801.46
"maxoilvaszflourzcube","Cities","7",818.68
"maxoilvaszflourzcube","Cities","8",835.89
"maxoilvaszflourzcube","Cities","9",852.30
"maxoilvaszflourzcube","Cities","10",867.72
"maxoilvaszflourzcubefcube","North","1",2301.17
"maxoilvaszflourzcubefcube","North","2",2317.00
"maxoilvaszflourzcubefcube","North","3",2337.32
"maxoilvaszflourzcubefcube","North","4",2363.99
"maxoilvaszflourzcubefcube","North","5",2399.31
"maxoilvaszflourzcubefcube","North","6",2436.30
"maxoilvaszflourzcubefcube","North","7",2477.63
"maxoilvaszflourzcubefcube","North","8",2522.62
"maxoilvaszflourzcubefcube","North","9",2572.94
"maxoilvaszflourzcubefcube","North","10",2626.60
"maxoilvaszflourzcubefcube","South","1",1474.38
"maxoilvaszflourzcubefcube","South","2",1480.98
"maxoilvaszflourzcubefcube","South","3",1488.44
"maxoilvaszflourzcubefcube","South","4",1497.91
"maxoilvaszflourzcubefcube","South","5",1503.51
"maxoilvaszflourzcubefcube","South","6",1509.11
"maxoilvaszflourzcubefcube","South","7",1514.84
"maxoilvaszflourzcubefcube","South","8",1519.44
"maxoilvaszflourzcubefcube","South","9",1522.30
"maxoilvaszflourzcubefcube","South","10",1525.04
"maxoilvaszflourzcubefcube","Cities","1",884.78
"maxoilvaszflourzcubefcube","Cities","2",910.60
"maxoilvaszflourzcubefcube","Cities","3",936.42
"maxoilvaszflourzcubefcube","Cities","4",960.43
"maxoilvaszflourzcubefcube","Cities","5",982.45
"maxoilvaszflourzcubefcube","Cities","6",1005.46
"maxoilvaszflourzcubefcube","Cities","7",1027.68
"maxoilvaszflourzcubefcube","Cities","8",1047.89
"maxoilvaszflourzcubefcube","Cities","9",1067.30
"maxoilvaszflourzcubefcube","Cities","10",1084.72
"maxoilvaszflourzcubefcubefflour","North","1",2308.17
"maxoilvaszflourzcubefcubefflour","North","2",2324.00
"maxoilvaszflourzcubefcubefflour","North","3",2344.32
"maxoilvaszflourzcubefcubefflour","North","4",2371.99
"maxoilvaszflourzcubefcubefflour","North","5",2406.31
"maxoilvaszflourzcubefcubefflour","North","6",2443.30
"maxoilvaszflourzcubefcubefflour","North","7",2485.63
"maxoilvaszflourzcubefcubefflour","North","8",2530.62
"maxoilvaszflourzcubefcubefflour","North","9",2580.94
"maxoilvaszflourzcubefcubefflour","North","10",2634.60
"maxoilvaszflourzcubefcubefflour","South","1",1498.38
"maxoilvaszflourzcubefcubefflour","South","2",1504.98
"maxoilvaszflourzcubefcubefflour","South","3",1512.44
"maxoilvaszflourzcubefcubefflour","South","4",1521.91
"maxoilvaszflourzcubefcubefflour","South","5",1527.51
"maxoilvaszflourzcubefcubefflour","South","6",1534.11
"maxoilvaszflourzcubefcubefflour","South","7",1539.84
"maxoilvaszflourzcubefcubefflour","South","8",1544.44
"maxoilvaszflourzcubefcubefflour","South","9",1547.30
"maxoilvaszflourzcubefcubefflour","South","10",1549.04
"maxoilvaszflourzcubefcubefflour","Cities","1",896.78
"maxoilvaszflourzcubefcubefflour","Cities","2",922.60
"maxoilvaszflourzcubefcubefflour","Cities","3",948.42
"maxoilvaszflourzcubefcubefflour","Cities","4",972.43
"maxoilvaszflourzcubefcubefflour","Cities","5",995.45
"maxoilvaszflourzcubefcubefflour","Cities","6",1019.46
"maxoilvaszflourzcubefcubefflour","Cities","7",1040.68
"maxoilvaszflourzcubefcubefflour","Cities","8",1061.89
"maxoilvaszflourzcubefcubefflour","Cities","9",1081.30
"maxoilvaszflourzcubefcubefflour","Cities","10",1099.72
"maxoilvaszflourzcubefflour","North","1",2187.17
"maxoilvaszflourzcubefflour","North","2",2203.00
"maxoilvaszflourzcubefflour","North","3",2221.32
"maxoilvaszflourzcubefflour","North","4",2245.99
"maxoilvaszflourzcubefflour","North","5",2278.31
"maxoilvaszflourzcubefflour","North","6",2313.30
"maxoilvaszflourzcubefflour","North","7",2353.63
"maxoilvaszflourzcubefflour","North","8",2395.62
"maxoilvaszflourzcubefflour","North","9",2442.94
"maxoilvaszflourzcubefflour","North","10",2493.60
"maxoilvaszflourzcubefflour","South","1",1326.38
"maxoilvaszflourzcubefflour","South","2",1332.98
"maxoilvaszflourzcubefflour","South","3",1339.44
"maxoilvaszflourzcubefflour","South","4",1347.91
"maxoilvaszflourzcubefflour","South","5",1353.51
"maxoilvaszflourzcubefflour","South","6",1358.11
"maxoilvaszflourzcubefflour","South","7",1363.84
"maxoilvaszflourzcubefflour","South","8",1367.44
"maxoilvaszflourzcubefflour","South","9",1370.30
"maxoilvaszflourzcubefflour","South","10",1373.04
"maxoilvaszflourzcubefflour","Cities","1",883.78
"maxoilvaszflourzcubefflour","Cities","2",910.60
"maxoilvaszflourzcubefflour","Cities","3",935.42
"maxoilvaszflourzcubefflour","Cities","4",959.43
"maxoilvaszflourzcubefflour","Cities","5",982.45
"maxoilvaszflourzcubefflour","Cities","6",1005.46
"maxoilvaszflourzcubefflour","Cities","7",1026.68
"maxoilvaszflourzcubefflour","Cities","8",1047.89
"maxoilvaszflourzcubefflour","Cities","9",1067.30
"maxoilvaszflourzcubefflour","Cities","10",1084.72
"maxoilzflour","North","1",785.83
"maxoilzflour","North","2",791.25
"maxoilzflour","North","3",927.06
"maxoilzflour","North","4",936.60
"maxoilzflour","North","5",950.01
"maxoilzflour","North","6",964.66
"maxoilzflour","North","7",980.25
"maxoilzflour","North","8",997.77
"maxoilzflour","North","9",1017.23
"maxoilzflour","North","10",1038.24
"maxoilzflour","South","1",564.58
"maxoilzflour","South","2",567.92
"maxoilzflour","South","3",597.30
"maxoilzflour","South","4",599.79
"maxoilzflour","South","5",603.29
"maxoilzflour","South","6",606.41
"maxoilzflour","South","7",608.15
"maxoilzflour","South","8",609.90
"maxoilzflour","South","9",611.65
"maxoilzflour","South","10",613.02
"maxoilzflour","Cities","1",535.56
"maxoilzflour","Cities","2",550.38
"maxoilzflour","Cities","3",589.61
"maxoilzflour","Cities","4",606.07
"maxoilzflour","Cities","5",621.95
"maxoilzflour","Cities","6",636.82
"maxoilzflour","Cities","7",650.11
"maxoilzflour","Cities","8",663.40
"maxoilzflour","Cities","9",677.68
"maxoilzflour","Cities","10",689.39
"maxoilzflourfcube","North","1",1210.72
"maxoilzflourfcube","North","2",1219.08
"maxoilzflourfcube","North","3",1230.06
"maxoilzflourfcube","North","4",1245.60
"maxoilzflourfcube","North","5",1265.01
"maxoilzflourfcube","North","6",1284.66
"maxoilzflourfcube","North","7",1305.25
"maxoilzflourfcube","North","8",1329.77
"maxoilzflourfcube","North","9",1357.23
"maxoilzflourfcube","North","10",1386.24
"maxoilzflourfcube","South","1",1022.69
"maxoilzflourfcube","South","2",1028.18
"maxoilzflourfcube","South","3",1033.30
"maxoilzflourfcube","South","4",1038.79
"maxoilzflourfcube","South","5",1043.29
"maxoilzflourfcube","South","6",1047.41
"maxoilzflourfcube","South","7",1051.15
"maxoilzflourfcube","South","8",1053.90
"maxoilzflourfcube","South","9",1056.65
"maxoilzflourfcube","South","10",1058.02
"maxoilzflourfcube","Cities","1",740.68
"maxoilzflourfcube","Cities","2",761.14
"maxoilzflourfcube","Cities","3",782.61
"maxoilzflourfcube","Cities","4",803.07
"maxoilzflourfcube","Cities","5",821.95
"maxoilzflourfcube","Cities","6",840.82
"maxoilzflourfcube","Cities","7",859.11
"maxoilzflourfcube","Cities","8",875.40
"maxoilzflourfcube","Cities","9",892.68
"maxoilzflourfcube","Cities","10",906.39
"maxoilzflourfcubefflour","North","1",968.83
"maxoilzflourfcubefflour","North","2",976.25
"maxoilzflourfcubefflour","North","3",1114.06
"maxoilzflourfcubefflour","North","4",1253.60
"maxoilzflourfcubefflour","North","5",1272.01
"maxoilzflourfcubefflour","North","6",1291.66
"maxoilzflourfcubefflour","North","7",1313.25
"maxoilzflourfcubefflour","North","8",1337.77
"maxoilzflourfcubefflour","North","9",1365.23
"maxoilzflourfcubefflour","North","10",1394.24
"maxoilzflourfcubefflour","South","1",848.58
"maxoilzflourfcubefflour","South","2",853.92
"maxoilzflourfcubefflour","South","3",884.30
"maxoilzflourfcubefflour","South","4",1062.79
"maxoilzflourfcubefflour","South","5",1067.29
"maxoilzflourfcubefflour","South","6",1072.41
"maxoilzflourfcubefflour","South","7",1076.15
"maxoilzflourfcubefflour","South","8",1078.90
"maxoilzflourfcubefflour","South","9",1081.65
"maxoilzflourfcubefflour","South","10",1082.02
"maxoilzflourfcubefflour","Cities","1",717.56
"maxoilzflourfcubefflour","Cities","2",738.38
"maxoilzflourfcubefflour","Cities","3",781.61
"maxoilzflourfcubefflour","Cities","4",815.07
"maxoilzflourfcubefflour","Cities","5",834.95
"maxoilzflourfcubefflour","Cities","6",854.82
"maxoilzflourfcubefflour","Cities","7",872.11
"maxoilzflourfcubefflour","Cities","8",889.40
"maxoilzflourfcubefflour","Cities","9",906.68
"maxoilzflourfcubefflour","Cities","10",921.39
"maxoilzflourfflour","North","1",1096.72
"maxoilzflourfflour","North","2",1105.08
"maxoilzflourfflour","North","3",1114.06
"maxoilzflourfflour","North","4",1127.60
"maxoilzflourfflour","North","5",1144.01
"maxoilzflourfflour","North","6",1161.66
"maxoilzflourfflour","North","7",1181.25
"maxoilzflourfflour","North","8",1202.77
"maxoilzflourfflour","North","9",1227.23
"maxoilzflourfflour","North","10",1253.24
"maxoilzflourfflour","South","1",874.69
"maxoilzflourfflour","South","2",880.18
"maxoilzflourfflour","South","3",884.30
"maxoilzflourfflour","South","4",888.79
"maxoilzflourfflour","South","5",893.29
"maxoilzflourfflour","South","6",896.41
"maxoilzflourfflour","South","7",900.15
"maxoilzflourfflour","South","8",901.90
"maxoilzflourfflour","South","9",904.65
"maxoilzflourfflour","South","10",906.02
"maxoilzflourfflour","Cities","1",739.68
"maxoilzflourfflour","Cities","2",761.14
"maxoilzflourfflour","Cities","3",781.61
"maxoilzflourfflour","Cities","4",802.07
"maxoilzflourfflour","Cities","5",821.95
"maxoilzflourfflour","Cities","6",840.82
"maxoilzflourfflour","Cities","7",858.11
"maxoilzflourfflour","Cities","8",875.40
"maxoilzflourfflour","Cities","9",892.68
"maxoilzflourfflour","Cities","10",906.39
"maxoilzflourzcube","North","1",785.83
"maxoilzflourzcube","North","2",791.25
"maxoilzflourzcube","North","3",1041.59
"maxoilzflourzcube","North","4",1051.82
"maxoilzflourzcube","North","5",1066.53
"maxoilzflourzcube","North","6",1082.88
"maxoilzflourzcube","North","7",1101.46
"maxoilzflourzcube","North","8",1120.67
"maxoilzflourzcube","North","9",1142.13
"maxoilzflourzcube","North","10",1164.83
"maxoilzflourzcube","South","1",564.58
"maxoilzflourzcube","South","2",567.92
"maxoilzflourzcube","South","3",710.69
"maxoilzflourzcube","South","4",715.18
"maxoilzflourzcube","South","5",718.30
"maxoilzflourzcube","South","6",721.42
"maxoilzflourzcube","South","7",724.17
"maxoilzflourzcube","South","8",726.29
"maxoilzflourzcube","South","9",727.66
"maxoilzflourzcube","South","10",729.41
"maxoilzflourzcube","Cities","1",535.56
"maxoilzflourzcube","Cities","2",550.38
"maxoilzflourzcube","Cities","3",658.67
"maxoilzflourzcube","Cities","4",676.54
"maxoilzflourzcube","Cities","5",693.42
"maxoilzflourzcube","Cities","6",710.30
"maxoilzflourzcube","Cities","7",725.58
"maxoilzflourzcube","Cities","8",740.87
"maxoilzflourzcube","Cities","9",755.57
"maxoilzflourzcube","Cities","10",769.27
"maxoilzflourzcubefcube","North","1",1323.56
"maxoilzflourzcubefcube","North","2",1332.61
"maxoilzflourzcubefcube","North","3",1344.59
"maxoilzflourzcubefcube","North","4",1360.82
"maxoilzflourzcubefcube","North","5",1381.53
"maxoilzflourzcubefcube","North","6",1402.88
"maxoilzflourzcubefcube","North","7",1426.46
"maxoilzflourzcubefcube","North","8",1452.67
"maxoilzflourzcubefcube","North","9",1482.13
"maxoilzflourzcubefcube","North","10",1512.83
"maxoilzflourzcubefcube","South","1",1136.08
"maxoilzflourzcubefcube","South","2",1141.20
"maxoilzflourzcubefcube","South","3",1146.69
"maxoilzflourzcubefcube","South","4",1154.18
"maxoilzflourzcubefcube","South","5",1158.30
"maxoilzflourzcubefcube","South","6",1162.42
"maxoilzflourzcubefcube","South","7",1167.17
"maxoilzflourzcubefcube","South","8",1170.29
"maxoilzflourzcubefcube","South","9",1172.66
"maxoilzflourzcubefcube","South","10",1174.41
"maxoilzflourzcubefcube","Cities","1",804.74
"maxoilzflourzcubefcube","Cities","2",828.21
"maxoilzflourzcubefcube","Cities","3",851.67
"maxoilzflourzcubefcube","Cities","4",873.54
"maxoilzflourzcubefcube","Cities","5",893.42
"maxoilzflourzcubefcube","Cities","6",914.30
"maxoilzflourzcubefcube","Cities","7",934.58
"maxoilzflourzcubefcube","Cities","8",952.87
"maxoilzflourzcubefcube","Cities","9",970.57
"maxoilzflourzcubefcube","Cities","10",986.27
"maxoilzflourzcubefcubefflour","North","1",1330.56
"maxoilzflourzcubefcubefflour","North","2",1339.61
"maxoilzflourzcubefcubefflour","North","3",1351.59
"maxoilzflourzcubefcubefflour","North","4",1368.82
"maxoilzflourzcubefcubefflour","North","5",1388.53
"maxoilzflourzcubefcubefflour","North","6",1409.88
"maxoilzflourzcubefcubefflour","North","7",1434.46
"maxoilzflourzcubefcubefflour","North","8",1460.67
"maxoilzflourzcubefcubefflour","North","9",1490.13
"maxoilzflourzcubefcubefflour","North","10",1520.83
"maxoilzflourzcubefcubefflour","South","1",1160.08
"maxoilzflourzcubefcubefflour","South","2",1165.20
"maxoilzflourzcubefcubefflour","South","3",1170.69
"maxoilzflourzcubefcubefflour","South","4",1178.18
"maxoilzflourzcubefcubefflour","South","5",1182.30
"maxoilzflourzcubefcubefflour","South","6",1187.42
"maxoilzflourzcubefcubefflour","South","7",1192.17
"maxoilzflourzcubefcubefflour","South","8",1195.29
"maxoilzflourzcubefcubefflour","South","9",1197.66
"maxoilzflourzcubefcubefflour","South","10",1198.41
"maxoilzflourzcubefcubefflour","Cities","1",816.74
"maxoilzflourzcubefcubefflour","Cities","2",840.21
"maxoilzflourzcubefcubefflour","Cities","3",863.67
"maxoilzflourzcubefcubefflour","Cities","4",885.54
"maxoilzflourzcubefcubefflour","Cities","5",906.42
"maxoilzflourzcubefcubefflour","Cities","6",928.30
"maxoilzflourzcubefcubefflour","Cities","7",947.58
"maxoilzflourzcubefcubefflour","Cities","8",966.87
"maxoilzflourzcubefcubefflour","Cities","9",984.57
"maxoilzflourzcubefcubefflour","Cities","10",1001.27
"maxoilzflourzcubefflour","North","1",1209.56
"maxoilzflourzcubefflour","North","2",1218.61
"maxoilzflourzcubefflour","North","3",1228.59
"maxoilzflourzcubefflour","North","4",1242.82
"maxoilzflourzcubefflour","North","5",1260.53
"maxoilzflourzcubefflour","North","6",1279.88
"maxoilzflourzcubefflour","North","7",1302.46
"maxoilzflourzcubefflour","North","8",1325.67
"maxoilzflourzcubefflour","North","9",1352.13
"maxoilzflourzcubefflour","North","10",1379.83
"maxoilzflourzcubefflour","South","1",988.08
"maxoilzflourzcubefflour","South","2",993.20
"maxoilzflourzcubefflour","South","3",997.69
"maxoilzflourzcubefflour","South","4",1004.18
"maxoilzflourzcubefflour","South","5",1008.30
"maxoilzflourzcubefflour","South","6",1011.42
"maxoilzflourzcubefflour","South","7",1016.17
"maxoilzflourzcubefflour","South","8",1018.29
"maxoilzflourzcubefflour","South","9",1020.66
"maxoilzflourzcubefflour","South","10",1022.41
"maxoilzflourzcubefflour","Cities","1",803.74
"maxoilzflourzcubefflour","Cities","2",828.21
"maxoilzflourzcubefflour","Cities","3",850.67
"maxoilzflourzcubefflour","Cities","4",872.54
"maxoilzflourzcubefflour","Cities","5",893.42
"maxoilzflourzcubefflour","Cities","6",914.30
"maxoilzflourzcubefflour","Cities","7",933.58
"maxoilzflourzcubefflour","Cities","8",952.87
"maxoilzflourzcubefflour","Cities","9",970.57
"maxoilzflourzcubefflour","Cities","10",986.27
"oil","North","1",537.00
