"intervention","space","time","lives_saved"
"cubecliniczflourzcubefcube","Cities","9",913.41
"cubecliniczflourzcubefcube","Cities","10",928.10
"cubecliniczflourzcubefcubefflour","North","1",1565.18
"cubecliniczflourzcubefcubefflour","North","2",1575.86
"cubecliniczflourzcubefcubefflour","North","3",1589.84
"cubecliniczflourzcubefcubefflour","North","4",1609.58
"cubecliniczflourzcubefcubefflour","North","5",1632.80
"cubecliniczflourzcubefcubefflour","North","6",1657.90
"cubecliniczflourzcubefcubefflour","North","7",1686.74
"cubecliniczflourzcubefcubefflour","North","8",1717.46
"cubecliniczflourzcubefcubefflour","North","9",1751.92
"cubecliniczflourzcubefcubefflour","North","10",1788.13
"cubecliniczflourzcubefcubefflour","South","1",1322.18
"cubecliniczflourzcubefcubefflour","South","2",1328.01
"cubecliniczflourzcubefcubefflour","South","3",1334.45
"cubecliniczflourzcubefcubefflour","South","4",1342.88
"cubecliniczflourzcubefcubefflour","South","5",1347.71
"cubecliniczflourzcubefcubefflour","South","6",1353.54
"cubecliniczflourzcubefcubefflour","South","7",1358.76
"cubecliniczflourzcubefcubefflour","South","8",1362.59
"cubecliniczflourzcubefcubefflour","South","9",1365.20
"cubecliniczflourzcubefcubefflour","South","10",1366.42
"cubecliniczflourzcubefcubefflour","Cities","1",769.45
"cubecliniczflourzcubefcubefflour","Cities","2",791.52
"cubecliniczflourzcubefcubefflour","Cities","3",813.59
"cubecliniczflourzcubefcubefflour","Cities","4",834.20
"cubecliniczflourzcubefcubefflour","Cities","5",853.81
"cubecliniczflourzcubefcubefflour","Cities","6",874.42
"cubecliniczflourzcubefcubefflour","Cities","7",892.57
"cubecliniczflourzcubefcubefflour","Cities","8",910.72
"cubecliniczflourzcubefcubefflour","Cities","9",927.41
"cubecliniczflourzcubefcubefflour","Cities","10",943.10
"cubecliniczflourzcubefflour","North","1",1444.18
"cubecliniczflourzcubefflour","North","2",1454.86
"cubecliniczflourzcubefflour","North","3",1466.84
"cubecliniczflourzcubefflour","North","4",1483.58
"cubecliniczflourzcubefflour","North","5",1504.80
"cubecliniczflourzcubefflour","North","6",1527.90
"cubecliniczflourzcubefflour","North","7",1554.74
"cubecliniczflourzcubefflour","North","8",1582.46
"cubecliniczflourzcubefflour","North","9",1613.92
"cubecliniczflourzcubefflour","North","10",1647.13
"cubecliniczflourzcubefflour","South","1",1150.18
"cubecliniczflourzcubefflour","South","2",1156.01
"cubecliniczflourzcubefflour","South","3",1161.45
"cubecliniczflourzcubefflour","South","4",1168.88
"cubecliniczflourzcubefflour","South","5",1173.71
"cubecliniczflourzcubefflour","South","6",1177.54
"cubecliniczflourzcubefflour","South","7",1182.76
"cubecliniczflourzcubefflour","South","8",1185.59
"cubecliniczflourzcubefflour","South","9",1188.20
"cubecliniczflourzcubefflour","South","10",1190.42
"cubecliniczflourzcubefflour","Cities","1",756.45
"cubecliniczflourzcubefflour","Cities","2",779.52
"cubecliniczflourzcubefflour","Cities","3",800.59
"cubecliniczflourzcubefflour","Cities","4",821.20
"cubecliniczflourzcubefflour","Cities","5",840.81
"cubecliniczflourzcubefflour","Cities","6",860.42
"cubecliniczflourzcubefflour","Cities","7",878.57
"cubecliniczflourzcubefflour","Cities","8",896.72
"cubecliniczflourzcubefflour","Cities","9",913.41
"cubecliniczflourzcubefflour","Cities","10",928.10
"cubefcube","North","1",1070.71
"cubefcube","North","2",1078.33
"cubefcube","North","3",1088.66
"cubefcube","North","4",1103.09
"cubefcube","North","5",1120.34
"cubefcube","North","6",1137.65
"cubefcube","North","7",1157.06
"cubefcube","North","8",1178.47
"cubefcube","North","9",1202.99
"cubefcube","North","10",1229.27
"cubefcube","South","1",935.79
"cubefcube","South","2",941.16
"cubefcube","South","3",945.41
"cubefcube","South","4",951.22
"cubefcube","South","5",955.03
"cubefcube","South","6",957.71
"cubefcube","South","7",961.40
"cubefcube","South","8",964.08
"cubefcube","South","9",966.77
"cubefcube","South","10",967.33
"cubefcube","Cities","1",381.15
"cubefcube","Cities","2",391.87
"cubefcube","Cities","3",403.00
"cubefcube","Cities","4",412.72
"cubefcube","Cities","5",421.03
"cubefcube","Cities","6",429.93
"cubefcube","Cities","7",439.43
"cubefcube","Cities","8",447.33
"cubefcube","Cities","9",454.82
"cubefcube","Cities","10",461.32
"cubefcubefflour","North","1",1077.71
"cubefcubefflour","North","2",1085.33
"cubefcubefflour","North","3",1095.66
"cubefcubefflour","North","4",1111.09
"cubefcubefflour","North","5",1127.34
"cubefcubefflour","North","6",1144.65
"cubefcubefflour","North","7",1165.06
"cubefcubefflour","North","8",1186.47
"cubefcubefflour","North","9",1210.99
"cubefcubefflour","North","10",1237.27
"cubefcubefflour","South","1",959.79
"cubefcubefflour","South","2",965.16
"cubefcubefflour","South","3",969.41
"cubefcubefflour","South","4",975.22
"cubefcubefflour","South","5",979.03
"cubefcubefflour","South","6",982.71
"cubefcubefflour","South","7",986.40
"cubefcubefflour","South","8",989.08
"cubefcubefflour","South","9",991.77
"cubefcubefflour","South","10",991.33
"cubefcubefflour","Cities","1",393.15
"cubefcubefflour","Cities","2",403.87
"cubefcubefflour","Cities","3",415.00
"cubefcubefflour","Cities","4",424.72
"cubefcubefflour","Cities","5",434.03
"cubefcubefflour","Cities","6",443.93
"cubefcubefflour","Cities","7",452.43
"cubefcubefflour","Cities","8",461.33
"cubefcubefflour","Cities","9",468.82
"cubefcubefflour","Cities","10",476.32
"cubefflour","North","1",956.71
"cubefflour","North","2",964.33
"cubefflour","North","3",972.66
"cubefflour","North","4",985.09
"cubefflour","North","5",999.34
"cubefflour","North","6",1014.65
"cubefflour","North","7",1033.06
"cubefflour","North","8",1051.47
"cubefflour","North","9",1072.99
"cubefflour","North","10",1096.27
"cubefflour","South","1",787.79
"cubefflour","South","2",793.16
"cubefflour","South","3",796.41
"cubefflour","South","4",801.22
"cubefflour","South","5",805.03
"cubefflour","South","6",806.71
"cubefflour","South","7",810.40
"cubefflour","South","8",812.08
"cubefflour","South","9",814.77
"cubefflour","South","10",815.33
"cubefflour","Cities","1",380.15
"cubefflour","Cities","2",391.87
"cubefflour","Cities","3",402.00
"cubefflour","Cities","4",411.72
"cubefflour","Cities","5",421.03
"cubefflour","Cities","6",429.93
"cubefflour","Cities","7",438.43
"cubefflour","Cities","8",447.33
"cubefflour","Cities","9",454.82
"cubefflour","Cities","10",461.32
"cubevas","North","1",1363.70
"cubevas","North","2",1373.61
"cubevas","North","3",1384.77
"cubevas","North","4",1929.03
"cubevas","North","5",1956.36
"cubevas","North","6",1986.25
"cubevas","North","7",2021.26
"cubevas","North","8",2056.27
"cubevas","North","9",2096.40
"cubevas","North","10",2140.81
"cubevas","South","1",721.90
"cubevas","South","2",726.73
"cubevas","South","3",729.95
"cubevas","South","4",818.30
"cubevas","South","5",822.79
"cubevas","South","6",825.48
"cubevas","South","7",828.17
"cubevas","South","8",830.86
"cubevas","South","9",833.55
"cubevas","South","10",834.45
"cubevas","Cities","1",329.31
"cubevas","Cities","2",338.82
"cubevas","Cities","3",349.00
"cubevas","Cities","4",411.92
"cubevas","Cities","5",422.06
"cubevas","Cities","6",431.43
"cubevas","Cities","7",440.01
"cubevas","Cities","8",449.37
"cubevas","Cities","9",457.95
"cubevas","Cities","10",466.53
"cubevasfcube","North","1",2176.51
"cubevasfcube","North","2",2192.17
"cubevasfcube","North","3",2211.54
"cubevasfcube","North","4",2238.03
"cubevasfcube","North","5",2271.36
"cubevasfcube","North","6",2306.25
"cubevasfcube","North","7",2346.26
"cubevasfcube","North","8",2388.27
"cubevasfcube","North","9",2436.40
"cubevasfcube","North","10",2488.81
"cubevasfcube","South","1",1236.84
"cubevasfcube","South","2",1244.23
"cubevasfcube","South","3",1249.82
"cubevasfcube","South","4",1257.30
"cubevasfcube","South","5",1262.79
"cubevasfcube","South","6",1266.48
"cubevasfcube","South","7",1271.17
"cubevasfcube","South","8",1274.86
"cubevasfcube","South","9",1278.55
"cubevasfcube","South","10",1279.45
"cubevasfcube","Cities","1",561.38
"cubevasfcube","Cities","2",577.30
"cubevasfcube","Cities","3",594.00
"cubevasfcube","Cities","4",608.92
"cubevasfcube","Cities","5",622.06
"cubevasfcube","Cities","6",635.43
"cubevasfcube","Cities","7",649.01
"cubevasfcube","Cities","8",661.37
"cubevasfcube","Cities","9",672.95
"cubevasfcube","Cities","10",683.53
"cubevasfcubefflour","North","1",2183.51
"cubevasfcubefflour","North","2",2199.17
"cubevasfcubefflour","North","3",2218.54
"cubevasfcubefflour","North","4",2246.03
"cubevasfcubefflour","North","5",2278.36
"cubevasfcubefflour","North","6",2313.25
"cubevasfcubefflour","North","7",2354.26
"cubevasfcubefflour","North","8",2396.27
"cubevasfcubefflour","North","9",2444.40
"cubevasfcubefflour","North","10",2496.81
"cubevasfcubefflour","South","1",1260.84
"cubevasfcubefflour","South","2",1268.23
"cubevasfcubefflour","South","3",1273.82
"cubevasfcubefflour","South","4",1281.30
"cubevasfcubefflour","South","5",1286.79
"cubevasfcubefflour","South","6",1291.48
"cubevasfcubefflour","South","7",1296.17
"cubevasfcubefflour","South","8",1299.86
"cubevasfcubefflour","South","9",1303.55
"cubevasfcubefflour","South","10",1303.45
"cubevasfcubefflour","Cities","1",573.38
"cubevasfcubefflour","Cities","2",589.30
"cubevasfcubefflour","Cities","3",606.00
"cubevasfcubefflour","Cities","4",620.92
"cubevasfcubefflour","Cities","5",635.06
"cubevasfcubefflour","Cities","6",649.43
"cubevasfcubefflour","Cities","7",662.01
"cubevasfcubefflour","Cities","8",675.37
"cubevasfcubefflour","Cities","9",686.95
"cubevasfcubefflour","Cities","10",698.53
"cubevasfflour","North","1",2062.51
"cubevasfflour","North","2",2078.17
"cubevasfflour","North","3",2095.54
"cubevasfflour","North","4",2120.03
"cubevasfflour","North","5",2150.36
"cubevasfflour","North","6",2183.25
"cubevasfflour","North","7",2222.26
"cubevasfflour","North","8",2261.27
"cubevasfflour","North","9",2306.40
"cubevasfflour","North","10",2355.81
"cubevasfflour","South","1",1088.84
"cubevasfflour","South","2",1096.23
"cubevasfflour","South","3",1100.82
"cubevasfflour","South","4",1107.30
"cubevasfflour","South","5",1112.79
"cubevasfflour","South","6",1115.48
"cubevasfflour","South","7",1120.17
"cubevasfflour","South","8",1122.86
"cubevasfflour","South","9",1126.55
"cubevasfflour","South","10",1127.45
"cubevasfflour","Cities","1",560.38
"cubevasfflour","Cities","2",577.30
"cubevasfflour","Cities","3",593.00
"cubevasfflour","Cities","4",607.92
"cubevasfflour","Cities","5",622.06
"cubevasfflour","Cities","6",635.43
"cubevasfflour","Cities","7",648.01
"cubevasfflour","Cities","8",661.37
"cubevasfflour","Cities","9",672.95
"cubevasfflour","Cities","10",683.53
"cubevaszflour","North","1",1498.35
"cubevaszflour","North","2",1509.02
"cubevaszflour","North","3",1520.94
"cubevaszflour","North","4",1993.46
"cubevaszflour","North","5",2021.52
"cubevaszflour","North","6",2052.99
"cubevaszflour","North","7",2087.02
"cubevaszflour","North","8",2124.62
"cubevaszflour","North","9",2165.78
"cubevaszflour","North","10",2211.20
"cubevaszflour","South","1",889.72
"cubevaszflour","South","2",894.94
"cubevaszflour","South","3",899.36
"cubevaszflour","South","4",968.67
"cubevaszflour","South","5",974.26
"cubevaszflour","South","6",978.95
"cubevaszflour","South","7",981.75
"cubevaszflour","South","8",984.54
"cubevaszflour","South","9",987.34
"cubevaszflour","South","10",989.23
"cubevaszflour","Cities","1",592.34
"cubevaszflour","Cities","2",608.81
"cubevaszflour","Cities","3",626.27
"cubevaszflour","Cities","4",685.42
"cubevaszflour","Cities","5",703.23
"cubevaszflour","Cities","6",720.03
"cubevaszflour","Cities","7",735.05
"cubevaszflour","Cities","8",750.07
"cubevaszflour","Cities","9",766.09
"cubevaszflour","Cities","10",779.33
"cubevaszflourfcube","North","1",2239.91
"cubevaszflourfcube","North","2",2255.87
"cubevaszflourfcube","North","3",2275.53
"cubevaszflourfcube","North","4",2302.46
"cubevaszflourfcube","North","5",2336.52
"cubevaszflourfcube","North","6",2372.99
"cubevaszflourfcube","North","7",2412.02
"cubevaszflourfcube","North","8",2456.62
"cubevaszflourfcube","North","9",2505.78
"cubevaszflourfcube","North","10",2559.20
"cubevaszflourfcube","South","1",1385.80
"cubevaszflourfcube","South","2",1393.39
"cubevaszflourfcube","South","3",1400.08
"cubevaszflourfcube","South","4",1407.67
"cubevaszflourfcube","South","5",1414.26
"cubevaszflourfcube","South","6",1419.95
"cubevaszflourfcube","South","7",1424.75
"cubevaszflourfcube","South","8",1428.54
"cubevaszflourfcube","South","9",1432.34
"cubevaszflourfcube","South","10",1434.23
"cubevaszflourfcube","Cities","1",813.68
"cubevaszflourfcube","Cities","2",836.26
"cubevaszflourfcube","Cities","3",859.84
"cubevaszflourfcube","Cities","4",882.42
"cubevaszflourfcube","Cities","5",903.23
"cubevaszflourfcube","Cities","6",924.03
"cubevaszflourfcube","Cities","7",944.05
"cubevaszflourfcube","Cities","8",962.07
"cubevaszflourfcube","Cities","9",981.09
"cubevaszflourfcube","Cities","10",996.33
"cubevaszflourfcubefflour","North","1",2246.91
"cubevaszflourfcubefflour","North","2",2262.87
"cubevaszflourfcubefflour","North","3",2282.53
"cubevaszflourfcubefflour","North","4",2310.46
"cubevaszflourfcubefflour","North","5",2343.52
"cubevaszflourfcubefflour","North","6",2379.99
"cubevaszflourfcubefflour","North","7",2420.02
"cubevaszflourfcubefflour","North","8",2464.62
"cubevaszflourfcubefflour","North","9",2513.78
"cubevaszflourfcubefflour","North","10",2567.20
"cubevaszflourfcubefflour","South","1",1409.80
"cubevaszflourfcubefflour","South","2",1417.39
"cubevaszflourfcubefflour","South","3",1424.08
"cubevaszflourfcubefflour","South","4",1431.67
"cubevaszflourfcubefflour","South","5",1438.26
"cubevaszflourfcubefflour","South","6",1444.95
"cubevaszflourfcubefflour","South","7",1449.75
"cubevaszflourfcubefflour","South","8",1453.54
"cubevaszflourfcubefflour","South","9",1457.34
"cubevaszflourfcubefflour","South","10",1458.23
"cubevaszflourfcubefflour","Cities","1",825.68
"cubevaszflourfcubefflour","Cities","2",848.26
"cubevaszflourfcubefflour","Cities","3",871.84
"cubevaszflourfcubefflour","Cities","4",894.42
"cubevaszflourfcubefflour","Cities","5",916.23
"cubevaszflourfcubefflour","Cities","6",938.03
"cubevaszflourfcubefflour","Cities","7",957.05
"cubevaszflourfcubefflour","Cities","8",976.07
"cubevaszflourfcubefflour","Cities","9",995.09
"cubevaszflourfcubefflour","Cities","10",1011.33
"cubevaszflourfflour","North","1",2125.91
"cubevaszflourfflour","North","2",2141.87
"cubevaszflourfflour","North","3",2159.53
"cubevaszflourfflour","North","4",2184.46
"cubevaszflourfflour","North","5",2215.52
"cubevaszflourfflour","North","6",2249.99
"cubevaszflourfflour","North","7",2288.02
"cubevaszflourfflour","North","8",2329.62
"cubevaszflourfflour","North","9",2375.78
"cubevaszflourfflour","North","10",2426.20
"cubevaszflourfflour","South","1",1237.80
"cubevaszflourfflour","South","2",1245.39
"cubevaszflourfflour","South","3",1251.08
"cubevaszflourfflour","South","4",1257.67
"cubevaszflourfflour","South","5",1264.26
"cubevaszflourfflour","South","6",1268.95
"cubevaszflourfflour","South","7",1273.75
"cubevaszflourfflour","South","8",1276.54
"cubevaszflourfflour","South","9",1280.34
"cubevaszflourfflour","South","10",1282.23
"cubevaszflourfflour","Cities","1",812.68
"cubevaszflourfflour","Cities","2",836.26
"cubevaszflourfflour","Cities","3",858.84
"cubevaszflourfflour","Cities","4",881.42
"cubevaszflourfflour","Cities","5",903.23
"cubevaszflourfflour","Cities","6",924.03
"cubevaszflourfflour","Cities","7",943.05
"cubevaszflourfflour","Cities","8",962.07
"cubevaszflourfflour","Cities","9",981.09
"cubevaszflourfflour","Cities","10",996.33
"cubevaszflourzcube","North","1",2043.27
"cubevaszflourzcube","North","2",2057.37
"cubevaszflourzcube","North","3",2074.03
"cubevaszflourzcube","North","4",2095.11
"cubevaszflourzcube","North","5",2125.02
"cubevaszflourzcube","North","6",2157.64
"cubevaszflourzcube","North","7",2194.67
"cubevaszflourzcube","North","8",2233.42
"cubevaszflourzcube","North","9",2276.57
"cubevaszflourzcube","North","10",2323.15
"cubevaszflourzcube","South","1",1063.52
"cubevaszflourzcube","South","2",1068.21
"cubevaszflourzcube","South","3",1073.80
"cubevaszflourzcube","South","4",1080.39
"cubevaszflourzcube","South","5",1085.08
"cubevaszflourzcube","South","6",1089.77
