intervention,region,time,effective_coverage,above_ul,costs,pop
cube 1 + current fortification 2,Plateau Central,2025,47092.79584428481,179.06274902149121,13219794780.66067,159376.40638794252
cube 1 + current fortification 2,Plateau Central,2026,48007.46420192329,182.54062769964995,13476558639.411522,162471.92351033216
cube 1 + current fortification 2,Plateau Central,2027,48894.3807970718,185.91298478384599,13725532079.302296,165473.5201912341
cube 1 + current fortification 2,Plateau Central,2028,49768.12769421724,189.2352662187642,13970808548.100092,168430.5465911979
cube 1 + current fortification 2,Plateau Central,2029,50638.59145874669,192.5450640722538,14215163382.52382,171376.4618675036
cube 1 + current fortification 2,Plateau Central,2030,51521.84085670901,195.90347723153334,14463107374.208082,174365.6476329232
cube 1 + current fortification 2,Sahel,2020,13826.347216680633,78.72235266301998,18890324825.227592,215254.7326195628
cube 1 + current fortification 2,Sahel,2021,14103.632115542496,80.30111524248122,19269166881.37903,219571.62744569188
cube 1 + current fortification 2,Sahel,2022,14363.560827239817,81.78105780350663,19624295948.978424,223618.31341847382
cube 1 + current fortification 2,Sahel,2023,14613.810050293638,83.20588876443624,19966200360.65444,227514.30480018278
cube 1 + current fortification 2,Sahel,2024,14867.053504305875,84.6477678221458,20312195657.256157,231456.9117032767
cube 1 + current fortification 2,Sahel,2025,15134.893834240393,86.17275635165755,20678134017.870674,235626.76927312237
cube 1 + current fortification 2,Sahel,2026,15428.854051258968,87.84646232116451,21079758821.454075,240203.27288058156
cube 1 + current fortification 2,Sahel,2027,15713.895282443964,89.46938672579505,21469198010.365177,244640.92174348977
cube 1 + current fortification 2,Sahel,2028,15994.703977048111,91.06821255745075,21852854472.31348,249012.67659146152
cube 1 + current fortification 2,Sahel,2029,16274.457523774627,92.66103074861886,22235069332.526,253368.0044272431
cube 1 + current fortification 2,Sahel,2030,16558.320174688753,94.27724473217644,22622898279.498257,257787.3046274785
cube 1 + current fortification 2,Sud-Ouest,2020,31318.00058945392,,10637953956.627497,133230.89392865638
cube 1 + current fortification 2,Sud-Ouest,2021,31946.077440838486,,10851296203.913313,135902.81546869365
cube 1 + current fortification 2,Sud-Ouest,2022,32534.84086610034,,11051284647.98375,138407.49252290346
cube 1 + current fortification 2,Sud-Ouest,2023,33101.67932258397,,11243825719.809044,140818.8978760244
cube 1 + current fortification 2,Sud-Ouest,2024,33675.2999989447,,11438670544.79285,143259.1556846035
cube 1 + current fortification 2,Sud-Ouest,2025,34281.983997206284,,11644746166.424416,145840.06921354125
cube 1 + current fortification 2,Sud-Ouest,2026,34947.83204120427,,11870918358.162169,148672.67437519936
cube 1 + current fortification 2,Sud-Ouest,2027,35593.47772812153,,12090228306.449028,151419.33605251394
cube 1 + current fortification 2,Sud-Ouest,2028,36229.53631433486,,12306281752.598253,154125.21294239227
cube 1 + current fortification 2,Sud-Ouest,2029,36863.20488955426,,12521523370.839224,156820.92241113173
cube 1 + current fortification 2,Sud-Ouest,2030,37506.180979285855,,12739926522.670073,159556.22727087233
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2020,156459.83256280658,2118.068004213994,73239903849.59099,303125.22287262016
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2021,159597.60627615452,2160.54547589375,74708716907.24991,309204.34452705906
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2022,162538.9762615231,2200.3641408668427,76085592053.96202,314902.95367012953
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2023,165370.81253211352,2238.699998062027,77411193729.34773,320389.35223390727
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2024,168236.5317124173,2277.4945436360626,78752656223.50658,325941.39553467726
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2025,171267.43007757363,2318.5251950569964,80171440209.18434,331813.4569282843
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2026,174593.90276150603,2363.5571706338637,81728584528.84032,338258.1638999086
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2027,177819.447629271,2407.2228404013877,83238483856.40617,344507.333357088
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2028,180997.0968414172,2450.240124867424,84725962904.24353,350663.7097884392
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2029,184162.80593245433,2493.095770476552,86207852700.78453,356796.95343348343
cube 1 + current fortification 2 + vas,Boucle de Mouhoun,2030,187375.01391022574,2536.5808926906984,87711508940.1099,363020.2840048254
cube 1 + current fortification 2 + vas,Cascades,2020,98285.33642709817,455.29440950651826,44876996982.754425,127955.67152069989
cube 1 + current fortification 2 + vas,Cascades,2021,100256.43111636744,464.4252567443251,45776997060.47377,130521.79942710849
cube 1 + current fortification 2 + vas,Cascades,2022,102104.14841117199,472.98457378239624,46620663129.88212,132927.30482426906
cube 1 + current fortification 2 + vas,Cascades,2023,103883.05853783157,481.2251503030189,47432911907.663,135243.23157495516
cube 1 + current fortification 2 + vas,Cascades,2024,105683.2533170806,489.56432528893185,48254879238.83912,137586.86838000108
cube 1 + current fortification 2 + vas,Cascades,2025,107587.21077770332,498.3841677931363,49124224517.817085,140065.59170005127
cube 1 + current fortification 2 + vas,Cascades,2026,109676.84286729795,508.0641245690237,50078348666.83867,142786.04102621917
cube 1 + current fortification 2 + vas,Cascades,2027,111703.07386407291,517.4503837887266,51003523933.406334,145423.94976493224
cube 1 + current fortification 2 + vas,Cascades,2028,113699.2176458178,526.6972677842224,51914961404.41662,148022.6885730808
cube 1 + current fortification 2 + vas,Cascades,2029,115687.86085184968,535.9094063099018,52822974119.24375,150611.66253494567
cube 1 + current fortification 2 + vas,Cascades,2030,117705.71384707346,545.2568554953947,53744323997.772865,153238.66412460222
cube 1 + current fortification 2 + vas,Centre,2020,288976.9485043111,15829.809897416839,81802831182.81476,447550.49093612924
cube 1 + current fortification 2 + vas,Centre,2021,294772.3290689448,16147.273878873362,83443372203.2063,456526.0352841754
cube 1 + current fortification 2 + vas,Centre,2022,300204.9574239111,16444.866730301612,84981226286.37947,464939.77035862696
cube 1 + current fortification 2 + vas,Centre,2023,305435.2800615794,16731.377517701705,86461812201.53755,473040.18624424876
cube 1 + current fortification 2 + vas,Centre,2024,310728.1834888027,17021.31640553338,87960113321.28111,481237.52357372077
cube 1 + current fortification 2 + vas,Centre,2025,316326.1682651062,17327.96728296901,89544776063.379,489907.3529419627
cube 1 + current fortification 2 + vas,Centre,2026,322470.07056731434,17664.522866297157,91283975696.54193,499422.6672459195
cube 1 + current fortification 2 + vas,Centre,2027,328427.5620070185,17990.867086637616,92970406635.19484,508649.2793767054
cube 1 + current fortification 2 + vas,Centre,2028,334296.59150616825,18312.365468203112,94631796001.4084,517738.88686013385
cube 1 + current fortification 2 + vas,Centre,2029,340143.56793453067,18632.65580905801,96286942642.6018,526794.3398453969
cube 1 + current fortification 2 + vas,Centre,2030,346076.426510261,18957.650670717954,97966400575.19446,535982.8020461566
cube 1 + current fortification 2 + vas,Centre-Est,2020,178351.03314148638,4703.556624286156,59713676820.76826,247693.39851570752
cube 1 + current fortification 2 + vas,Centre-Est,2021,181927.83093279906,4797.88560376403,60911223835.78468,252660.84493375485
cube 1 + current fortification 2 + vas,Centre-Est,2022,185280.7450139979,4886.310217625247,62033812386.7222,257317.3623033205
cube 1 + current fortification 2 + vas,Centre-Est,2023,188508.7998845321,4971.441986151732,63114596848.1493,261800.475562572
cube 1 + current fortification 2 + vas,Centre-Est,2024,191775.47841875194,5057.592355950005,64208312891.3583,266337.22925413784
cube 1 + current fortification 2 + vas,Centre-Est,2025,195230.44731343922,5148.708406948248,65365070395.75413,271135.4800532362
cube 1 + current fortification 2 + vas,Centre-Est,2026,199022.34604027774,5248.710128615285,66634635315.69429,276401.6580278427
cube 1 + current fortification 2 + vas,Centre-Est,2027,202699.1955561378,5345.677718834443,67865680630.326645,281508.05599130015
cube 1 + current fortification 2 + vas,Centre-Est,2028,206321.448058038,5441.205451138823,69078446328.69016,286538.6297798238
cube 1 + current fortification 2 + vas,Centre-Est,2029,209930.08982738937,5536.374234856737,70286655020.1757,291550.30102238565
cube 1 + current fortification 2 + vas,Centre-Est,2030,213591.7364117987,5632.940886277423,71512610244.10667,296635.5851986555
cube 1 + current fortification 2 + vas,Centre-Nord,2020,151074.70749687587,,79844498265.43088,259646.7723712599
cube 1 + current fortification 2 + vas,Centre-Nord,2021,154104.4834986183,,81445765272.48941,264853.94154533616
cube 1 + current fortification 2 + vas,Centre-Nord,2022,156944.61570955662,,82946803633.88785,269735.176623637
cube 1 + current fortification 2 + vas,Centre-Nord,2023,159678.98420050307,,84391944808.40866,274434.63932597317
cube 1 + current fortification 2 + vas,Centre-Nord,2024,162446.0693995671,,85854377091.33421,279190.3310808496
cube 1 + current fortification 2 + vas,Centre-Nord,2025,165372.64855070447,,87401103527.73303,284220.1394668599
cube 1 + current fortification 2 + vas,Centre-Nord,2026,168584.62877265504,,89098667292.76917,289740.4566090727
cube 1 + current fortification 2 + vas,Centre-Nord,2027,171699.15497042547,,90744725628.51451,295093.28295648465
cube 1 + current fortification 2 + vas,Centre-Nord,2028,174767.4340129712,,92366341878.84196,300366.6259490425
cube 1 + current fortification 2 + vas,Centre-Nord,2029,177824.1838964063,,93981864852.93633,305620.1541823939
cube 1 + current fortification 2 + vas,Centre-Nord,2030,180925.83224098152,,95621117114.0968,310950.84781763575
cube 1 + current fortification 2 + vas,Centre-Ouest,2020,182027.86617281847,1357.5733073817971,89782844452.96085,252398.93526040527
cube 1 + current fortification 2 + vas,Centre-Ouest,2021,185678.40218719526,1384.7991951260874,91583423199.72014,257460.7503688881
cube 1 + current fortification 2 + vas,Centre-Ouest,2022,189100.4389700001,1410.3209236992495,93271297713.8958,262205.72957763117
cube 1 + current fortification 2 + vas,Centre-Ouest,2023,192395.0424809648,1434.8922482932853,94896317447.2936,266774.0104444914
cube 1 + current fortification 2 + vas,Centre-Ouest,2024,195729.06590983315,1459.7575686883506,96540780535.3376,271396.95077375224
cube 1 + current fortification 2 + vas,Centre-Ouest,2025,199255.26143848186,1486.0561186134355,98280029977.28194,276286.3559822161
cube 1 + current fortification 2 + vas,Centre-Ouest,2026,203125.33284671573,1514.9193127602684,100188891661.88481,281652.5777775789
cube 1 + current fortification 2 + vas,Centre-Ouest,2027,206877.98322289615,1542.9067747338217,102039836970.94576,286855.984153025
cube 1 + current fortification 2 + vas,Centre-Ouest,2028,210574.91102895475,1570.47865487693,103863297857.14908,291982.125889466
cube 1 + current fortification 2 + vas,Centre-Ouest,2029,214257.94750756063,1597.9469327763245,105679907029.28159,297089.0059802472
cube 1 + current fortification 2 + vas,Centre-Ouest,2030,217995.08153307682,1625.8186729984088,107523199103.00305,302270.89746091864
cube 1 + current fortification 2 + vas,Centre-Sud,2020,104932.5540198889,4966.17015758023,35767078963.32368,133621.29060735472
cube 1 + current fortification 2 + vas,Centre-Sud,2021,107036.95745868141,5065.76580408722,36484381278.78733,136301.04148234735
cube 1 + current fortification 2 + vas,Centre-Sud,2022,109009.63926350356,5159.127426712477,37156785248.57169,138813.05780730996
cube 1 + current fortification 2 + vas,Centre-Sud,2023,110908.86034518231,5249.012354670035,37804149558.262825,141231.52912398553
cube 1 + current fortification 2 + vas,Centre-Sud,2024,112830.80559954878,5339.972755433068,38459259579.34438,143678.93744034512
cube 1 + current fortification 2 + vas,Centre-Sud,2025,114863.53119576782,5436.17608612279,39152129943.454216,146267.41363016426
cube 1 + current fortification 2 + vas,Centre-Sud,2026,117094.4889367094,5541.761200860269,39912569279.26769,149108.31896616303
cube 1 + current fortification 2 + vas,Centre-Sud,2027,119257.7576526238,5644.1427795814425,40649936283.27993,151863.02898395417
cube 1 + current fortification 2 + vas,Centre-Sud,2028,121388.90429996498,5745.004108844875,41376354229.8347,154576.83470564938
cube 1 + current fortification 2 + vas,Centre-Sud,2029,123512.04309389897,5845.48644835638,42100042637.1362,157280.44321336024
cube 1 + current fortification 2 + vas,Centre-Sud,2030,125666.36718864902,5947.444702675396,42834360797.30326,160023.76313553101
cube 1 + current fortification 2 + vas,Est,2020,137693.17589769245,2331.705489400813,101591375626.19962,274863.2348039935
cube 1 + current fortification 2 + vas,Est,2021,140454.58769752766,2378.4674223012207,103628772335.12671,280375.567386783
cube 1 + current fortification 2 + vas,Est,2022,143043.15351753114,2422.3023697692206,105538641584.91808,285542.86467766593
cube 1 + current fortification 2 + vas,Est,2023,145535.32370161562,2464.5049470637446,107377389189.11205,290517.73691816453
cube 1 + current fortification 2 + vas,Est,2024,148057.31269203944,2507.212478027726,109238137401.07613,295552.13348523196
cube 1 + current fortification 2 + vas,Est,2025,150724.66836336793,2552.38165813032,111206138575.91972,300876.7111443228
cube 1 + current fortification 2 + vas,Est,2026,153652.14553680606,2601.9557532218087,113366059946.20503,306720.5435670997
cube 1 + current fortification 2 + vas,Est,2027,156490.80073391407,2650.025731000016,115460447591.21756,312387.06948520336
cube 1 + current fortification 2 + vas,Est,2028,159287.30514493326,2697.3819245353584,117523735972.85286,317969.45396827674
cube 1 + current fortification 2 + vas,Est,2029,162073.30159893126,2744.5601756206916,119579271480.73936,323530.86245860974
cube 1 + current fortification 2 + vas,Est,2030,164900.21960630993,2792.431395039644,121664999312.05513,329173.9585885958
cube 1 + current fortification 2 + vas,Hauts Bassins,2020,261732.66885014804,13725.575065291989,119947923011.92361,333805.28757823096
cube 1 + current fortification 2 + vas,Hauts Bassins,2021,266981.670301768,14000.838996839202,122353456966.75775,340499.6923950012
cube 1 + current fortification 2 + vas,Hauts Bassins,2022,271902.11923576007,14258.873240310393,124608420523.701,346775.0720739728
cube 1 + current fortification 2 + vas,Hauts Bassins,2023,276639.33550851024,14507.298543264767,126779411463.69708,352816.7628082349
cube 1 + current fortification 2 + vas,Hauts Bassins,2024,281433.23255512037,14758.696253980817,128976378301.65457,358930.7423481002
cube 1 + current fortification 2 + vas,Hauts Bassins,2025,286503.44837429863,15024.58445253507,131299977642.17415,365397.1298152814
cube 1 + current fortification 2 + vas,Hauts Bassins,2026,292068.113497363,15316.402165606116,133850175241.50635,372494.1217568741
cube 1 + current fortification 2 + vas,Hauts Bassins,2027,297463.9422727589,15599.365898110455,136322997825.63426,379375.7853413507
cube 1 + current fortification 2 + vas,Hauts Bassins,2028,302779.64915638184,15878.127942515497,138759101819.95758,386155.26408492797
cube 1 + current fortification 2 + vas,Hauts Bassins,2029,308075.3820970887,16155.842529398142,141186052073.64294,392909.2687148286
cube 1 + current fortification 2 + vas,Hauts Bassins,2030,313448.9003551141,16437.636271613304,143648650102.19025,399762.4781949719
cube 1 + current fortification 2 + vas,Nord,2020,148743.04027216547,141.14190265868282,84026696586.17473,250490.97501304146
cube 1 + current fortification 2 + vas,Nord,2021,151726.05510839893,143.97247805148564,85711836825.99779,255514.52632300023
cube 1 + current fortification 2 + vas,Nord,2022,154522.35309122715,146.62587828436273,87291498514.62341,260223.63679206138
cube 1 + current fortification 2 + vas,Nord,2023,157214.51969744876,149.18046851178457,88812335161.2759,264757.3846356988
cube 1 + current fortification 2 + vas,Nord,2024,159938.8980664051,151.765624401116,90351368612.35608,269345.3787542513
cube 1 + current fortification 2 + vas,Nord,2025,162820.30877869332,154.49978789225702,91979111485.02147,274197.823463015
cube 1 + current fortification 2 + vas,Nord,2026,165982.71571909313,157.50058800856726,93765592438.86488,279523.4803572085
cube 1 + current fortification 2 + vas,Nord,2027,169049.1727279426,160.41034147238068,95497870145.47676,284687.55260271864
cube 1 + current fortification 2 + vas,Nord,2028,172070.09635409663,163.27688842208514,97204425507.53192,289774.9442761081
cube 1 + current fortification 2 + vas,Nord,2029,175079.66876066988,166.1326642276326,98904568431.85654,294843.2199084703
cube 1 + current fortification 2 + vas,Nord,2030,178133.4466714217,169.03038652665182,100629683566.51285,299985.93989683304
cube 1 + current fortification 2 + vas,Plateau Central,2020,118828.42797405818,3731.5760217411603,37705810019.59227,145596.89397233803
cube 1 + current fortification 2 + vas,Plateau Central,2021,121211.51065788876,3806.4121056010777,38461993236.60085,148516.8134121605
cube 1 + current fortification 2 + vas,Plateau Central,2022,123445.42824380413,3876.563949232027,39170844422.55057,151253.9653499987
cube 1 + current fortification 2 + vas,Plateau Central,2023,125596.15694395851,3944.1034074542526,39853298690.05472,153889.1884515616
cube 1 + current fortification 2 + vas,Plateau Central,2024,127772.61910445527,4012.450975025454,40543918520.15495,156555.94198705256
cube 1 + current fortification 2 + vas,Plateau Central,2025,130074.53188412091,4084.7380756729117,41274345467.911026,159376.40638794252
cube 1 + current fortification 2 + vas,Plateau Central,2026,132600.92804124102,4164.074640853985,42076003919.16476,162471.92351033216
cube 1 + current fortification 2 + vas,Plateau Central,2027,135050.67133776692,4241.004071804069,42853339418.00466,165473.5201912341
cube 1 + current fortification 2 + vas,Plateau Central,2028,137464.03874553763,4316.791188607926,43619132372.90888,168430.5465911979
cube 1 + current fortification 2 + vas,Plateau Central,2029,139868.33784613985,4392.2935328353515,44382047835.67487,171376.4618675036
cube 1 + current fortification 2 + vas,Plateau Central,2030,142307.95201465866,4468.904878190624,45156169230.08865,174365.6476329232
cube 1 + current fortification 2 + vas,Sahel,2020,102682.54187159907,78.72235266301998,73216314243.75285,215254.7326195628
cube 1 + current fortification 2 + vas,Sahel,2021,104741.82172270791,80.30111524248122,74684654216.12274,219571.62744569188
cube 1 + current fortification 2 + vas,Sahel,2022,106672.20437578428,81.78105780350663,76061085889.53285,223618.31341847382
cube 1 + current fortification 2 + vas,Sahel,2023,108530.70148437403,83.20588876443624,77386260606.12457,227514.30480018278
cube 1 + current fortification 2 + vas,Sahel,2024,110411.43550347548,84.6477678221458,78727291032.92914,231456.9117032767
cube 1 + current fortification 2 + vas,Sahel,2025,112400.5744613214,86.17275635165755,80145618047.0213,235626.76927312237
cube 1 + current fortification 2 + vas,Sahel,2026,114583.69497895014,87.84646232116451,81702260831.05525,240203.27288058156
cube 1 + current fortification 2 + vas,Sahel,2027,116700.57789079937,89.46938672579505,83211673839.98712,244640.92174348977
cube 1 + current fortification 2 + vas,Sahel,2028,118786.02751026305,91.06821255745075,84698673790.46654,249012.67659146152
cube 1 + current fortification 2 + vas,Sahel,2029,120863.64098440016,92.66103074861886,86180086289.87361,253368.0044272431
cube 1 + current fortification 2 + vas,Sahel,2030,122971.77106977138,94.27724473217644,87683258221.38129,257787.3046274785
cube 1 + current fortification 2 + vas,Sud-Ouest,2020,85349.97139310824,788.7656177429444,30820302692.516083,133230.89392865638
cube 1 + current fortification 2 + vas,Sud-Ouest,2021,87061.64967043727,804.5841698965967,31438398302.372902,135902.81546869365
cube 1 + current fortification 2 + vas,Sud-Ouest,2022,88666.18829223963,819.412586081872,32017805245.323257,138407.49252290346
cube 1 + current fortification 2 + vas,Sud-Ouest,2023,90210.9754796338,833.6888066857929,32575635645.66072,140818.8978760244
cube 1 + current fortification 2 + vas,Sud-Ouest,2024,91774.24603958038,848.1358422124526,33140140484.519325,143259.1556846035
cube 1 + current fortification 2 + vas,Sud-Ouest,2025,93427.6230407201,863.4156004874652,33737183211.1685,145840.06921354125
cube 1 + current fortification 2 + vas,Sud-Ouest,2026,95242.23797263634,880.1854463863716,34392449763.21487,148672.67437519936
cube 1 + current fortification 2 + vas,Sud-Ouest,2027,97001.7960501411,896.4464818771191,35027835009.02805,151419.33605251394
cube 1 + current fortification 2 + vas,Sud-Ouest,2028,98735.22670075324,912.4660595714948,35653785509.96361,154125.21294239227
cube 1 + current fortification 2 + vas,Sud-Ouest,2029,100462.14392885687,928.4254431774052,36277383981.3671,156820.92241113173
cube 1 + current fortification 2 + vas,Sud-Ouest,2030,102214.42663631437,944.6192430070746,36910142054.5709,159556.22727087233
cube 2,Boucle de Mouhoun,2020,7195.4219341249955,257.64119476884855,9048894153.193457,303125.22287262016
cube 2,Boucle de Mouhoun,2021,7339.724822805905,262.8081424459575,9230368092.821768,309204.34452705906
cube 2,Boucle de Mouhoun,2022,7474.995312122082,267.65167362501194,9400482972.960707,314902.95367012953
cube 2,Boucle de Mouhoun,2023,7605.228461943954,272.3148364840914,9564262942.8866,320389.35223390727
cube 2,Boucle de Mouhoun,2024,7737.019850885414,277.03379406823103,9730002539.501186,325941.39553467726
cube 2,Boucle de Mouhoun,2025,7876.407655534861,282.0247509370387,9905295316.223143,331813.4569282843
cube 2,Boucle de Mouhoun,2026,8029.388609950918,287.50242774786005,10097682708.740072,338258.1638999086
cube 2,Boucle de Mouhoun,2027,8177.7280010320355,292.8139075053109,10284232915.37579,344507.333357088
cube 2,Boucle de Mouhoun,2028,8323.864721655544,298.0465178575238,10468013064.604486,350663.7097884392
cube 2,Boucle de Mouhoun,2029,8469.45232875952,303.2594665047621,10651102653.896347,356796.95343348343
cube 2,Boucle de Mouhoun,2030,8617.178370399948,308.5489845087318,10836881518.112047,363020.2840048254
cube 2,Cascades,2020,1584.1939407324678,,3838030367.2633934,127955.67152069989
cube 2,Cascades,2021,1615.964664391398,,3915001373.816119,130521.79942710849
cube 2,Cascades,2022,1645.7467524324468,,3987154508.2039504,132927.30482426906
cube 2,Cascades,2023,1674.419784913259,,4056620731.0907803,135243.23157495516
cube 2,Cascades,2024,1703.4358901136502,,4126918117.058132,137586.86838000108
cube 2,Cascades,2025,1734.1244748219922,,4201267423.043038,140065.59170005127
cube 2,Cascades,2026,1767.8058215521974,,4282867300.5814443,142786.04102621917
cube 2,Cascades,2027,1800.4652495432294,,4361991373.199142,145423.94976493224
cube 2,Cascades,2028,1832.6397223468775,,4439940543.749559,148022.6885730808
cube 2,Cascades,2029,1864.6932985139717,,4517596817.735696,150611.66253494567
cube 2,Cascades,2030,1897.217687243042,,4596393730.417443,153238.66412460222
cube 2,Centre,2020,16633.26204430256,4347.824950691543,9061107239.492872,447550.49093612924
cube 2,Centre,2021,16966.83911360493,4435.019795637078,9242826110.363415,456526.0352841754
cube 2,Centre,2022,17279.53648093876,4516.7568242541,9413170590.680761,464939.77035862696
cube 2,Centre,2023,17580.58930698204,4595.450046609454,9577171610.701061,473040.18624424876
cube 2,Centre,2024,17885.24422889142,4675.084833057269,9743134902.27355,481237.52357372077
cube 2,Centre,2025,18207.45936814805,4759.309744455836,9918664267.662977,489907.3529419627
cube 2,Centre,2026,18561.097045811108,4851.748300065241,10111311321.060886,499422.6672459195
cube 2,Centre,2027,18904.005076213434,4941.382196675822,10298113310.260778,508649.2793767054
cube 2,Centre,2028,19241.821314188015,5029.685132341874,10482141503.37027,517738.88686013385
cube 2,Centre,2029,19578.368196571475,5117.656266831725,10665478204.509907,526794.3398453969
cube 2,Centre,2030,19919.858380728634,5206.91954778889,10851507810.226486,535982.8020461566
cube 2,Centre-Est,2020,5387.467395113073,,6633724599.047679,247693.39851570752
cube 2,Centre-Est,2021,5495.512081707754,,6766762749.015822,252660.84493375485
cube 2,Centre-Est,2022,5596.793890805794,,6891473597.207529,257317.3623033205
cube 2,Centre-Est,2023,5694.304065310041,,7011540336.516804,261800.475562572
cube 2,Centre-Est,2024,5792.980948664362,,7133043673.884319,266337.22925413784
cube 2,Centre-Est,2025,5897.345537662797,,7261550426.785771,271135.4800532362
cube 2,Centre-Est,2026,6011.887799608693,,7402589205.301683,276401.6580278427
cube 2,Centre-Est,2027,6122.95475859692,,7539348755.559001,281508.05599130015
cube 2,Centre-Est,2028,6232.372500154788,,7674077582.763242,286538.6297798238
cube 2,Centre-Est,2029,6341.379100960969,,7808300161.981533,291550.30102238565
cube 2,Centre-Est,2030,6451.986823486931,,7944494242.790391,296635.5851986555
cube 2,Centre-Nord,2020,1864.8629496094577,,5444792816.62532,259646.7723712599
cube 2,Centre-Nord,2021,1902.2624396027259,,5553987154.205699,264853.94154533616
cube 2,Centre-Nord,2022,1937.3209707091376,,5656346653.7976675,269735.176623637
cube 2,Centre-Nord,2023,1971.073956724027,,5754894386.665657,274434.63932597317
cube 2,Centre-Nord,2024,2005.230797082324,,5854621242.765415,279190.3310808496
cube 2,Centre-Nord,2025,2041.3564273647357,,5960096324.620052,284220.1394668599
cube 2,Centre-Nord,2026,2081.005042344962,,6075857375.092255,289740.4566090727
cube 2,Centre-Nord,2027,2119.4506869405686,,6188106143.597483,295093.28295648465
cube 2,Centre-Nord,2028,2157.3254576438317,,6298688146.151422,300366.6259490425
cube 2,Centre-Nord,2029,2195.057912654271,,6408854633.204801,305620.1541823939
cube 2,Centre-Nord,2030,2233.3445933061957,,6520639278.735822,310950.84781763575
cube 2,Centre-Ouest,2020,2378.7296137737007,870.0208260021988,7564900887.6248665,252398.93526040527
cube 2,Centre-Ouest,2021,2426.4346070042493,887.4689366973134,7716613610.056314,257460.7503688881
cube 2,Centre-Ouest,2022,2471.1535855091806,903.8249119168393,7858830126.900762,262205.72957763117
cube 2,Centre-Ouest,2023,2514.207273397463,919.571806764455,7995750641.042296,266774.0104444914
cube 2,Centre-Ouest,2024,2557.7760984900724,935.5071131462856,8134309408.590902,271396.95077375224
cube 2,Centre-Ouest,2025,2603.8562174537788,952.360925757414,8280854661.4989805,276286.3559822161
cube 2,Centre-Ouest,2026,2654.4300864977895,970.8583283478637,8441691061.149595,281652.5777775789
cube 2,Centre-Ouest,2027,2703.469504294867,988.7945050917158,8597647557.034466,286855.984153025
cube 2,Centre-Ouest,2028,2751.7807427725297,1006.4643501056872,8751288277.159077,291982.125889466
cube 2,Centre-Ouest,2029,2799.9104501874967,1024.067800097628,8904351687.23997,297089.0059802472
cube 2,Centre-Ouest,2030,2848.7471012126584,1041.9298148546084,9059663338.698654,302270.89746091864
cube 2,Centre-Sud,2020,4226.615318075615,,2792684973.6937137,133621.29060735472
cube 2,Centre-Sud,2021,4311.379325707846,,2848691766.9810596,136301.04148234735
cube 2,Centre-Sud,2022,4390.837671231105,,2901192908.172778,138813.05780730996
cube 2,Centre-Sud,2023,4467.337066401778,,2951738958.6912975,141231.52912398553
cube 2,Centre-Sud,2024,4544.751776531376,,3002889792.503213,143678.93744034512
cube 2,Centre-Sud,2025,4626.628647085727,,3056988944.870433,146267.41363016426
cube 2,Centre-Sud,2026,4716.490180047706,,3116363866.3928075,149108.31896616303
cube 2,Centre-Sud,2027,4803.625242919278,,3173937305.7646422,151863.02898395417
cube 2,Centre-Sud,2028,4889.466449672051,,3230655845.348072,154576.83470564938
cube 2,Centre-Sud,2029,4974.985105275736,,3287161263.159229,157280.44321336024
cube 2,Centre-Sud,2030,5061.759884599644,,3344496649.532598,160023.76313553101
cube 2,Est,2020,8111.520951665468,147.74867162265681,6665433443.996842,274863.2348039935
cube 2,Est,2021,8274.196040859302,150.71174457502974,6799107509.129488,280375.567386783
cube 2,Est,2022,8426.68875334728,153.4893489030576,6924414468.433399,285542.86467766593
cube 2,Est,2023,8573.502787750389,156.16351798773076,7045055120.26549,290517.73691816453
cube 2,Est,2024,8722.073451491144,158.86968349486486,7167139237.016875,295552.13348523196
cube 2,Est,2025,8879.207683252931,161.73183156149645,7296260245.249828,300876.7111443228
cube 2,Est,2026,9051.665702853768,164.87309735597933,7437973181.502169,306720.5435670997
cube 2,Est,2027,9218.891209533956,167.91905465802517,7575386435.016182,312387.06948520336
cube 2,Est,2028,9383.6336085201,170.91978297459755,7710759258.730711,317969.45396827674
cube 2,Est,2029,9547.756982540186,173.90923595612713,7845623414.621286,323530.86245860974
cube 2,Est,2030,9714.291050013,176.94259892167236,7982468495.773448,329173.9585885958
cube 2,Hauts Bassins,2020,14474.513455877624,2733.647163218037,9946062348.68097,333805.28757823096
cube 2,Hauts Bassins,2021,14764.797211723535,2788.4699638679763,10145528834.601456,340499.6923950012
cube 2,Hauts Bassins,2022,15036.911138566971,2839.8612224726394,10332510047.516092,346775.0720739728
cube 2,Hauts Bassins,2023,15298.891811383106,2889.338721336062,10512528264.634167,352816.7628082349
cube 2,Hauts Bassins,2024,15564.007081907394,2939.4082182765765,10694700399.003992,358930.7423481002
