"intervention","space","time","costs"
"cubevasflourzcube","Cities","4",1051399.70
"cubevasflourzcube","Cities","5",1093373.13
"cubevasflourzcube","Cities","6",1108231.78
"cubevasflourzcube","Cities","7",1079309.59
"cubevasflourzcube","Cities","8",1108466.90
"cubevasflourzcube","Cities","9",1137055.19
"cubevasflourzcube","Cities","10",1141443.10
"maxoilclinicflourzcube","North","1",708780.24
"maxoilclinicflourzcube","North","2",702096.88
"maxoilclinicflourzcube","North","3",810269.14
"maxoilclinicflourzcube","North","4",765767.86
"maxoilclinicflourzcube","North","5",822812.34
"maxoilclinicflourzcube","North","6",842732.71
"maxoilclinicflourzcube","North","7",795778.11
"maxoilclinicflourzcube","North","8",836585.44
"maxoilclinicflourzcube","North","9",873022.83
"maxoilclinicflourzcube","North","10",873273.93
"maxoilclinicflourzcube","South","1",926792.83
"maxoilclinicflourzcube","South","2",918344.95
"maxoilclinicflourzcube","South","3",1032291.05
"maxoilclinicflourzcube","South","4",980573.41
"maxoilclinicflourzcube","South","5",1043981.49
"maxoilclinicflourzcube","South","6",1064081.65
"maxoilclinicflourzcube","South","7",1009749.82
"maxoilclinicflourzcube","South","8",1053487.05
"maxoilclinicflourzcube","South","9",1093943.13
"maxoilclinicflourzcube","South","10",1093768.66
"maxoilclinicflourzcube","Cities","1",702087.69
"maxoilclinicflourzcube","Cities","2",701873.27
"maxoilclinicflourzcube","Cities","3",814166.64
"maxoilclinicflourzcube","Cities","4",763062.70
"maxoilclinicflourzcube","Cities","5",841235.70
"maxoilclinicflourzcube","Cities","6",848741.10
"maxoilclinicflourzcube","Cities","7",796497.53
"maxoilclinicflourzcube","Cities","8",827588.97
"maxoilclinicflourzcube","Cities","9",883370.22
"maxoilclinicflourzcube","Cities","10",898994.42
"maxoilcubevasflourzcube","North","1",1457191.74
"maxoilcubevasflourzcube","North","2",1448369.91
"maxoilcubevasflourzcube","North","3",1554398.06
"maxoilcubevasflourzcube","North","4",1582246.94
"maxoilcubevasflourzcube","North","5",1638865.58
"maxoilcubevasflourzcube","North","6",1658407.85
"maxoilcubevasflourzcube","North","7",1611126.48
"maxoilcubevasflourzcube","North","8",1651666.86
"maxoilcubevasflourzcube","North","9",1687910.71
"maxoilcubevasflourzcube","North","10",1688044.45
"maxoilcubevasflourzcube","South","1",1917451.59
"maxoilcubevasflourzcube","South","2",1908584.08
"maxoilcubevasflourzcube","South","3",2022147.38
"maxoilcubevasflourzcube","South","4",2052022.76
"maxoilcubevasflourzcube","South","5",2116962.39
"maxoilcubevasflourzcube","South","6",2138635.66
"maxoilcubevasflourzcube","South","7",2085905.62
"maxoilcubevasflourzcube","South","8",2131275.96
"maxoilcubevasflourzcube","South","9",2173404.54
"maxoilcubevasflourzcube","South","10",2174938.96
"maxoilcubevasflourzcube","Cities","1",1159338.53
"maxoilcubevasflourzcube","Cities","2",1158789.16
"maxoilcubevasflourzcube","Cities","3",1270746.50
"maxoilcubevasflourzcube","Cities","4",1266728.86
"maxoilcubevasflourzcube","Cities","5",1345627.55
"maxoilcubevasflourzcube","Cities","6",1353858.58
"maxoilcubevasflourzcube","Cities","7",1302336.73
"maxoilcubevasflourzcube","Cities","8",1334144.28
"maxoilcubevasflourzcube","Cities","9",1390633.93
"maxoilcubevasflourzcube","Cities","10",1406955.65
"cliniccubeflourzcube","North","1",562303.28
"cliniccubeflourzcube","North","2",554187.30
"cliniccubeflourzcube","North","3",621711.14
"cliniccubeflourzcube","North","4",669684.84
"cliniccubeflourzcube","North","5",699154.16
"cliniccubeflourzcube","North","6",726009.32
"cliniccubeflourzcube","North","7",698652.26
"cliniccubeflourzcube","North","8",739067.13
"cliniccubeflourzcube","North","9",755119.58
"cliniccubeflourzcube","North","10",747640.97
"cliniccubeflourzcube","South","1",806403.05
"cliniccubeflourzcube","South","2",796777.68
"cliniccubeflourzcube","South","3",877314.74
"cliniccubeflourzcube","South","4",922328.34
"cliniccubeflourzcube","South","5",963537.96
"cliniccubeflourzcube","South","6",989806.77
"cliniccubeflourzcube","South","7",952054.27
"cliniccubeflourzcube","South","8",995943.89
"cliniccubeflourzcube","South","9",1020122.98
"cliniccubeflourzcube","South","10",1014074.91
"cliniccubeflourzcube","Cities","1",517165.11
"cliniccubeflourzcube","Cities","2",515142.05
"cliniccubeflourzcube","Cities","3",576118.06
"cliniccubeflourzcube","Cities","4",595157.32
"cliniccubeflourzcube","Cities","5",637470.51
"cliniccubeflourzcube","Cities","6",652676.48
"cliniccubeflourzcube","Cities","7",624112.73
"cliniccubeflourzcube","Cities","8",653640.70
"cliniccubeflourzcube","Cities","9",682613.05
"cliniccubeflourzcube","Cities","10",687400.57
"oilcubeclinicflourzcube","North","1",656456.59
"oilcubeclinicflourzcube","North","2",649773.24
"oilcubeclinicflourzcube","North","3",718752.13
"oilcubeclinicflourzcube","North","4",768203.41
"oilcubeclinicflourzcube","North","5",799173.13
"oilcubeclinicflourzcube","North","6",827552.33
"oilcubeclinicflourzcube","North","7",801744.00
"oilcubeclinicflourzcube","North","8",843733.31
"oilcubeclinicflourzcube","North","9",861386.63
"oilcubeclinicflourzcube","North","10",855536.26
"oilcubeclinicflourzcube","South","1",883787.90
"oilcubeclinicflourzcube","South","2",875340.01
"oilcubeclinicflourzcube","South","3",957072.97
"oilcubeclinicflourzcube","South","4",1003301.00
"oilcubeclinicflourzcube","South","5",1045743.81
"oilcubeclinicflourzcube","South","6",1073265.22
"oilcubeclinicflourzcube","South","7",1036785.64
"oilcubeclinicflourzcube","South","8",1081969.29
"oilcubeclinicflourzcube","South","9",1107464.14
"oilcubeclinicflourzcube","South","10",1102754.33
"oilcubeclinicflourzcube","Cities","1",636030.73
"oilcubeclinicflourzcube","Cities","2",635816.31
"oilcubeclinicflourzcube","Cities","3",698629.27
"oilcubeclinicflourzcube","Cities","4",719533.93
"oilcubeclinicflourzcube","Cities","5",763741.34
"oilcubeclinicflourzcube","Cities","6",780871.35
"oilcubeclinicflourzcube","Cities","7",754262.83
"oilcubeclinicflourzcube","Cities","8",785778.49
"oilcubeclinicflourzcube","Cities","9",816771.88
"oilcubeclinicflourzcube","Cities","10",823615.00
"maxoilcubeclinicflourzcube","North","1",708780.24
"maxoilcubeclinicflourzcube","North","2",702096.88
"maxoilcubeclinicflourzcube","North","3",810269.14
"maxoilcubeclinicflourzcube","North","4",840246.81
"maxoilcubeclinicflourzcube","North","5",898964.59
"maxoilcubeclinicflourzcube","North","6",920570.02
"maxoilcubeclinicflourzcube","North","7",875311.79
"maxoilcubeclinicflourzcube","North","8",917825.92
"maxoilcubeclinicflourzcube","North","9",955979.01
"maxoilcubeclinicflourzcube","North","10",957953.15
"maxoilcubeclinicflourzcube","South","1",926792.83
"maxoilcubeclinicflourzcube","South","2",918344.95
"maxoilcubeclinicflourzcube","South","3",1032291.05
"maxoilcubeclinicflourzcube","South","4",1062513.66
"maxoilcubeclinicflourzcube","South","5",1127762.67
"maxoilcubeclinicflourzcube","South","6",1149716.70
"maxoilcubeclinicflourzcube","South","7",1097251.19
"maxoilcubeclinicflourzcube","South","8",1142866.19
"maxoilcubeclinicflourzcube","South","9",1185209.86
"maxoilcubeclinicflourzcube","South","10",1186931.04
"maxoilcubeclinicflourzcube","Cities","1",702087.69
"maxoilcubeclinicflourzcube","Cities","2",701873.27
"maxoilcubeclinicflourzcube","Cities","3",814166.64
"maxoilcubeclinicflourzcube","Cities","4",810486.47
"maxoilcubeclinicflourzcube","Cities","5",889724.93
"maxoilcubeclinicflourzcube","Cities","6",898303.28
"maxoilcubeclinicflourzcube","Cities","7",847139.87
"maxoilcubeclinicflourzcube","Cities","8",879318.08
"maxoilcubeclinicflourzcube","Cities","9",936191.79
"maxoilcubeclinicflourzcube","Cities","10",952913.12
