"intervention","space","time","lives_saved"
"maxoilcubevasflourzcube","Cities","3",855.83
"maxoilcubevasflourzcube","Cities","4",891.42
"maxoilcubevasflourzcube","Cities","5",912.18
"maxoilcubevasflourzcube","Cities","6",933.94
"maxoilcubevasflourzcube","Cities","7",953.70
"maxoilcubevasflourzcube","Cities","8",973.46
"maxoilcubevasflourzcube","Cities","9",991.40
"maxoilcubevasflourzcube","Cities","10",1008.34
"cliniccubeflourzcube","North","1",650.09
"cliniccubeflourzcube","North","2",655.13
"cliniccubeflourzcube","North","3",660.28
"cliniccubeflourzcube","North","4",1381.67
"cliniccubeflourzcube","North","5",1401.40
"cliniccubeflourzcube","North","6",1423.01
"cliniccubeflourzcube","North","7",1447.49
"cliniccubeflourzcube","North","8",1474.28
"cliniccubeflourzcube","North","9",1503.50
"cliniccubeflourzcube","North","10",1534.91
"cliniccubeflourzcube","South","1",674.80
"cliniccubeflourzcube","South","2",679.15
"cliniccubeflourzcube","South","3",682.50
"cliniccubeflourzcube","South","4",1228.28
"cliniccubeflourzcube","South","5",1233.11
"cliniccubeflourzcube","South","6",1238.33
"cliniccubeflourzcube","South","7",1242.94
"cliniccubeflourzcube","South","8",1246.16
"cliniccubeflourzcube","South","9",1248.77
"cliniccubeflourzcube","South","10",1249.38
"cliniccubeflourzcube","Cities","1",543.95
"cliniccubeflourzcube","Cities","2",559.72
"cliniccubeflourzcube","Cities","3",574.50
"cliniccubeflourzcube","Cities","4",783.94
"cliniccubeflourzcube","Cities","5",802.17
"cliniccubeflourzcube","Cities","6",821.40
"cliniccubeflourzcube","Cities","7",838.63
"cliniccubeflourzcube","Cities","8",855.85
"cliniccubeflourzcube","Cities","9",871.62
"cliniccubeflourzcube","Cities","10",886.39
"oilcubeclinicflourzcube","North","1",975.94
"oilcubeclinicflourzcube","North","2",983.34
"oilcubeclinicflourzcube","North","3",991.09
"oilcubeclinicflourzcube","North","4",1696.50
"oilcubeclinicflourzcube","North","5",1720.73
"oilcubeclinicflourzcube","North","6",1747.28
"oilcubeclinicflourzcube","North","7",1777.15
"oilcubeclinicflourzcube","North","8",1810.01
"oilcubeclinicflourzcube","North","9",1845.52
"oilcubeclinicflourzcube","North","10",1884.35
"oilcubeclinicflourzcube","South","1",825.26
"oilcubeclinicflourzcube","South","2",830.51
"oilcubeclinicflourzcube","South","3",834.75
"oilcubeclinicflourzcube","South","4",1332.87
"oilcubeclinicflourzcube","South","5",1338.32
"oilcubeclinicflourzcube","South","6",1343.95
"oilcubeclinicflourzcube","South","7",1348.76
"oilcubeclinicflourzcube","South","8",1352.39
"oilcubeclinicflourzcube","South","9",1355.21
"oilcubeclinicflourzcube","South","10",1356.02
"oilcubeclinicflourzcube","Cities","1",673.82
"oilcubeclinicflourzcube","Cities","2",693.35
"oilcubeclinicflourzcube","Cities","3",711.88
"oilcubeclinicflourzcube","Cities","4",873.51
"oilcubeclinicflourzcube","Cities","5",893.84
"oilcubeclinicflourzcube","Cities","6",915.18
"oilcubeclinicflourzcube","Cities","7",934.52
"oilcubeclinicflourzcube","Cities","8",953.86
"oilcubeclinicflourzcube","Cities","9",971.44
"oilcubeclinicflourzcube","Cities","10",988.01
"maxoilcubeclinicflourzcube","North","1",975.94
"maxoilcubeclinicflourzcube","North","2",983.34
"maxoilcubeclinicflourzcube","North","3",1074.35
"maxoilcubeclinicflourzcube","North","4",1745.98
"maxoilcubeclinicflourzcube","North","5",1770.91
"maxoilcubeclinicflourzcube","North","6",1798.24
"maxoilcubeclinicflourzcube","North","7",1828.96
"maxoilcubeclinicflourzcube","North","8",1862.76
"maxoilcubeclinicflourzcube","North","9",1899.27
"maxoilcubeclinicflourzcube","North","10",1939.26
"maxoilcubeclinicflourzcube","South","1",825.26
"maxoilcubeclinicflourzcube","South","2",830.51
"maxoilcubeclinicflourzcube","South","3",848.75
"maxoilcubeclinicflourzcube","South","4",1336.36
"maxoilcubeclinicflourzcube","South","5",1341.82
"maxoilcubeclinicflourzcube","South","6",1347.47
"maxoilcubeclinicflourzcube","South","7",1352.29
"maxoilcubeclinicflourzcube","South","8",1355.93
"maxoilcubeclinicflourzcube","South","9",1358.75
"maxoilcubeclinicflourzcube","South","10",1359.58
"maxoilcubeclinicflourzcube","Cities","1",673.82
"maxoilcubeclinicflourzcube","Cities","2",693.35
"maxoilcubeclinicflourzcube","Cities","3",727.84
"maxoilcubeclinicflourzcube","Cities","4",878.71
"maxoilcubeclinicflourzcube","Cities","5",899.17
"maxoilcubeclinicflourzcube","Cities","6",920.63
"maxoilcubeclinicflourzcube","Cities","7",940.09
"maxoilcubeclinicflourzcube","Cities","8",959.55
"maxoilcubeclinicflourzcube","Cities","9",977.23
"maxoilcubeclinicflourzcube","Cities","10",993.91
